step_share,step_over_gap,step_pos,n_steps_big,md5,variant,endpoint,seed,two_sided,foreign,cls,DR_med,M,prompt,grid,sided,abrupt,cut,online,cond,endpoint_source,endpoint_class,dino_dist,clip_dist,pixel_gap_rel,clean,terc
0.0510779358446598,0.4938678741455078,0.5904761904761905,7,f7282b0e454bc2aa5c43dd9aaedad294,01_effect__dai,melt_transition_2,42,True,False,CUT,0.0751328468322753,0.0288461538461538,effect,v2,,False,True,True,both,heldout,melt_transition,0.9375076293945312,0.3432868123054504,0.7599163055419922,True,mid
0.0242804996669292,0.6253750324249268,0.6285714285714286,42,321daf2df33bba226166537a14dddb53,01_effect__dai,melt_transition_2,43,True,False,REAL,0.8374248743057251,0.1923076923076923,effect,v2,,False,False,False,both,heldout,melt_transition,0.9375076293945312,0.3432868123054504,0.7599163055419922,True,mid
0.023112166672945,0.2784071862697601,0.2285714285714285,43,241669bd828793198cf314c7457cf895,01_effect__dai,shadow_smoke_0,42,True,False,REAL,0.6620370149612427,0.3269230769230769,effect,v2,,False,False,False,both,heldin_test,shadow_smoke,0.9212679862976074,0.4271559715270996,0.5626089572906494,True,close
0.0389493554830551,0.4306539893150329,0.1333333333333333,13,7900e72368aabcb758626b912d0c4bda,01_effect__dai,shadow_smoke_0,43,True,False,REAL,0.2801178395748138,0.2596153846153846,effect,v2,,False,False,False,both,heldin_test,shadow_smoke,0.9212679862976074,0.4271559715270996,0.5626089572906494,True,close
0.0444068200886249,0.6397700309753418,0.5047619047619047,17,813e309a3b583421ef9211d7efcd7d64,01_effect__dai,hero_flight_5,42,True,False,REAL,0.2394733428955078,0.0769230769230769,effect,v2,,False,False,False,both,heldin_test,hero_flight,0.9489837288856506,0.3703982234001159,0.6685858368873596,True,close
0.0420973300933837,0.7544440627098083,0.2857142857142857,17,687fbf79aaf6b530752a85c548850288,01_effect__dai,hero_flight_5,43,True,False,REAL,0.3493047952651977,0.0865384615384615,effect,v2,,False,False,False,both,heldin_test,hero_flight,0.9489837288856506,0.3703982234001159,0.6685858368873596,True,close
0.0226195454597473,0.2251905649900436,0.9904761904761904,51,f581b9e63ed5a22510f2d8006d7c1877,01_effect__dai,hero_flight_1,42,True,False,REAL,0.4703372716903686,0.1634615384615384,effect,v2,,False,False,False,both,heldin_train,hero_flight,0.9896891713142396,0.3652272820472717,0.7391162514686584,True,mid
0.0541724786162376,0.7204529047012329,0.638095238095238,6,c5e323ef940a052881aee0abc27bb8a4,01_effect__dai,hero_flight_1,43,True,False,REAL,0.4547078907489776,0.0288461538461538,effect,v2,,False,False,False,both,heldin_train,hero_flight,0.9896891713142396,0.3652272820472717,0.7391162514686584,True,mid
0.0260244198143482,0.4794320166110992,0.2571428571428571,39,3e341a79e1feb3ac3025be459f9f7b39,01_effect__dai,earth_wave_3,42,True,False,REAL,0.3670455813407898,0.375,effect,v2,,False,False,False,both,heldin_test,earth_wave,0.6917517185211182,0.3547374606132507,0.7562260031700134,True,mid
0.0388721190392971,1.0182067155838013,0.6666666666666666,18,2f6a3adca9c360d9c5bcacefbf45894e,01_effect__dai,earth_wave_3,43,True,False,REAL,0.7680392265319824,0.5288461538461539,effect,v2,,False,False,False,both,heldin_test,earth_wave,0.6917517185211182,0.3547374606132507,0.7562260031700134,True,mid
0.0291970111429691,0.6763319373130798,0.0380952380952381,19,1e2a894eb7c99f5375c4d870786adc2f,01_effect__dai,davis_bear_elephant,42,True,True,REAL,0.9093058109283448,0.4134615384615384,effect,v2,,False,False,False,both,davis,davis,0.8599857091903687,0.2222266197204589,0.725959062576294,False,mid
0.0232460629194974,0.6276188492774963,0.6666666666666666,38,c7523bf289f1969f2f1e70224dbea8a8,01_effect__dai,davis_bear_elephant,43,True,True,REAL,0.6652361154556274,0.3557692307692308,effect,v2,,False,False,False,both,davis,davis,0.8599857091903687,0.2222266197204589,0.725959062576294,False,mid
0.0227282363921403,0.2723835706710815,0.4857142857142857,37,02621e9eb7f7c05c8855befb0c1a998d,01_effect__dai,davis_bear_elephant,42,True,True,REAL,0.3243245482444763,0.125,effect,v2,,False,False,False,both,davis,davis,0.8599857091903687,0.2222266197204589,0.725959062576294,False,mid
0.0234933421015739,0.6036543250083923,0.7047619047619048,30,f418ba2329a76e4e1dde8c89834948db,01_effect__dai,davis_bear_elephant,43,True,True,REAL,0.6988239288330078,0.0769230769230769,effect,v2,,False,False,False,both,davis,davis,0.8599857091903687,0.2222266197204589,0.725959062576294,False,mid
0.0359226427972316,0.5629155039787292,0.4857142857142857,32,8ee30a0166e251789576a50377a6d21a,01_effect__dai,air_bending_1,42,True,False,REAL,0.1736589074134826,0.3173076923076923,effect,v2,,False,False,False,both,heldin_test,air_bending,0.8266698122024536,0.4505706429481506,1.0777623653411863,True,far
0.0259429067373275,0.4627490937709808,0.4666666666666667,42,460e0686c7f76f4c657dedbb32edda68,01_effect__dai,air_bending_1,43,True,False,REAL,0.1300234794616699,0.1442307692307692,effect,v2,two,False,False,False,both,heldin_test,air_bending,0.8266698122024536,0.4505706429481506,1.0777623653411863,True,far
0.0267533212900161,0.641411304473877,0.580952380952381,25,8c2df723b56465c902e1ad3c91511486,01_effect__dai,hero_flight_6,42,True,False,REAL,0.4737238883972168,0.375,effect,v2,two,False,False,False,both,heldin_test,hero_flight,0.6431841850280762,0.3309119343757629,0.7196507453918457,True,mid
0.029563520103693,0.8612479567527771,0.1714285714285714,17,9c3bea0fd6e886f21b3333fa22a0d51b,01_effect__dai,hero_flight_6,43,True,False,REAL,0.6881518363952637,0.5,effect,v2,two,False,False,False,both,heldin_test,hero_flight,0.6431841850280762,0.3309119343757629,0.7196507453918457,True,mid
0.030156098306179,0.2608940303325653,0.6476190476190476,26,26e88fe22604ea958b0297881edc44a3,01_effect__dai,shadow_smoke_7,42,True,False,REAL,0.5352908372879028,0.5,effect,v2,two,False,False,False,both,heldin_test,shadow_smoke,0.8337105512619019,0.2497801780700683,0.913241684436798,True,far
0.028631767258048,0.3996412456035614,0.1714285714285714,25,113bf7682e3ad1f42e87ea2a16cfd998,01_effect__dai,shadow_smoke_7,43,True,False,REAL,0.4525485038757324,0.4807692307692308,effect,v2,two,False,False,False,both,heldin_test,shadow_smoke,0.8337105512619019,0.2497801780700683,0.913241684436798,True,far
0.0304341930896043,0.0738404542207717,0.9904761904761904,14,3fa82a8782b4b2bd4fd66b99ac586984,01_effect__dai,hero_flight_5,42,True,False,REAL,0.1524893939495086,0.3846153846153846,effect,v2,two,False,False,False,both,heldin_test,hero_flight,0.9489837288856506,0.3703982234001159,0.6685858368873596,True,close
0.0334612615406513,0.1395750194787979,0.2857142857142857,17,c31212b5966c2eb3fb3b4ce50d485c9c,01_effect__dai,hero_flight_5,43,True,False,REAL,0.2903550863265991,0.3269230769230769,effect,v2,two,False,False,False,both,heldin_test,hero_flight,0.9489837288856506,0.3703982234001159,0.6685858368873596,True,close
0.0308870524168014,0.4988160729408264,0.6571428571428571,18,7573379443e58b8bbb0b69ab67761ef9,01_effect__dai,hero_flight_6,42,True,False,REAL,0.4324593544006347,0.2884615384615384,effect,v2,two,False,False,False,both,heldin_test,hero_flight,0.6431841850280762,0.3309119343757629,0.7196507453918457,True,mid
0.0339235328137874,0.7523999810218811,0.1714285714285714,29,d9b8e4a0b0a6cb89b95d298a654515c1,01_effect__dai,hero_flight_6,43,True,False,REAL,0.6534478664398193,0.5,effect,v2,two,False,False,False,both,heldin_test,hero_flight,0.6431841850280762,0.3309119343757629,0.7196507453918457,True,mid
0.0284639671444892,0.5473718643188477,0.9904761904761904,29,9fe6229798d6471a48848db993128957,01_effect__dai,davis_tennis_snowboard,42,True,True,REAL,0.6432713270187378,0.1826923076923076,effect,v2,two,False,False,False,both,davis,davis,0.876124918460846,0.4753775596618652,0.6444668769836426,False,close
0.0265749488025903,0.606325089931488,0.7238095238095238,33,47d7618e08b5b886a051c2b6ffe56a55,01_effect__dai,davis_tennis_snowboard,43,True,True,REAL,1.1665936708450315,0.4423076923076923,effect,v2,two,False,False,False,both,davis,davis,0.876124918460846,0.4753775596618652,0.6444668769836426,False,close
0.024302914738655,0.3689747452735901,0.2666666666666666,38,47e712a655441a01010b1b95776de8e2,01_effect__dai,earth_wave_3,42,True,False,REAL,0.2424342334270477,0.173076923076923,effect,v2,two,False,False,False,both,heldin_test,earth_wave,0.6917517185211182,0.3547374606132507,0.7562260031700134,True,mid
0.0233706571161746,0.5927419066429138,0.3428571428571428,46,d9e7eba9afc97746ed4f825430c29e4c,01_effect__dai,earth_wave_3,43,True,False,REAL,0.4147284626960754,0.375,effect,v2,two,False,False,False,both,heldin_test,earth_wave,0.6917517185211182,0.3547374606132507,0.7562260031700134,True,mid
0.0311342421919107,0.7492328882217407,0.6666666666666666,32,7130bc6e27b37d8c1aea2b1db77321ab,01_effect__dai,giant_grab_3,42,True,False,REAL,1.3040482997894287,0.2115384615384615,effect,v2,two,False,False,False,both,heldin_test,giant_grab,0.6515516042709351,0.4003952741622925,0.3504104018211365,True,close
0.0500421226024627,1.0098893642425537,0.5523809523809524,10,f5c8a240ad34b0aa2a6847cc0961afa2,01_effect__dai,giant_grab_3,43,True,False,REAL,1.0141096115112305,0.0961538461538461,effect,v2,two,False,False,False,both,heldin_test,giant_grab,0.6515516042709351,0.4003952741622925,0.3504104018211365,True,close
0.031910628080368,0.7226712107658386,0.4,25,bdd3a0d2c87350116e73bf2b3ad94a19,01_effect__dai,earth_wave_3,42,True,False,REAL,0.322032630443573,0.1538461538461538,effect,v2,two,False,False,False,both,heldin_test,earth_wave,0.6917517185211182,0.3547374606132507,0.7562260031700134,True,mid
0.0224701277911663,0.6761801242828369,0.4952380952380952,49,a4d6b204e16643e451ec09361ee799e2,01_effect__dai,earth_wave_3,43,True,False,REAL,0.597551703453064,0.4423076923076923,effect,v2,two,False,False,False,both,heldin_test,earth_wave,0.6917517185211182,0.3547374606132507,0.7562260031700134,True,mid
0.0409841202199459,0.6571220755577087,0.0666666666666666,19,0d9dc202e1703d1dbb681ee02ae515a9,01_effect__dai,giant_grab_3,42,True,False,REAL,0.37115478515625,0.1442307692307692,effect,v2,two,False,False,False,both,heldin_test,giant_grab,0.6515516042709351,0.4003952741622925,0.3504104018211365,True,close
0.0273390710353851,0.6218731999397278,0.238095238095238,38,ce5bdbe2781646b79704701f92b7e19a,01_effect__dai,giant_grab_3,43,True,False,REAL,0.395039290189743,0.0865384615384615,effect,v2,two,False,False,False,both,heldin_test,giant_grab,0.6515516042709351,0.4003952741622925,0.3504104018211365,True,close
0.0784893929958343,1.4408586025238037,0.6476190476190476,1,bfb7e1ce7be42af71e072b9d419135e9,01_effect__dai,hero_flight_5,42,True,False,REAL,0.2174588143825531,0.2211538461538461,effect,v2,two,True,False,False,both,heldin_test,hero_flight,0.9489837288856506,0.3703982234001159,0.6685858368873596,True,close
0.0363865122199058,0.7392641305923462,0.6190476190476191,29,25f97942b31d7a7bef9d5475062b554c,01_effect__dai,hero_flight_5,43,True,False,REAL,0.2718388736248016,0.25,effect,v2,two,False,False,False,both,heldin_test,hero_flight,0.9489837288856506,0.3703982234001159,0.6685858368873596,True,close
0.0675304010510444,1.217531442642212,0.2761904761904762,2,4c9b34ae353693659f3ea899b7ab4d1b,01_effect__dai,davis_tennis_snowboard,42,True,True,REAL,0.7056295871734619,0.5096153846153846,effect,v2,two,True,False,False,both,davis,davis,0.876124918460846,0.4753775596618652,0.6444668769836426,False,close
0.0485091507434845,0.8745512962341309,0.0571428571428571,13,27aba0133a8fc560dc022637317fe027,01_effect__dai,davis_tennis_snowboard,43,True,True,REAL,0.6343539953231812,0.6923076923076923,effect,v2,two,False,False,False,both,davis,davis,0.876124918460846,0.4753775596618652,0.6444668769836426,False,close
0.0260788854211568,0.3451008796691894,0.5333333333333333,35,b576f6d7d57144ef47e979c0894eca28,01_effect__dai,water_bending_3,42,True,False,REAL,0.6856153011322021,0.3461538461538461,effect,v2,two,False,False,False,both,heldin_test,water_bending,0.8594667315483093,0.3203840851783752,0.7056683897972107,True,close
0.0207034088671207,0.6009817719459534,0.2857142857142857,52,5f383a2e961edd152f781106564c1b7e,01_effect__dai,water_bending_3,43,True,False,REAL,0.7134268283843994,0.3365384615384615,effect,v2,two,False,False,False,both,heldin_test,water_bending,0.8594667315483093,0.3203840851783752,0.7056683897972107,True,close
0.0270471218973398,0.5529227256774902,0.2952380952380952,32,e768b232e9f320d6dfd40365f7cb866c,01_effect__dai,shadow_smoke_7,42,True,False,REAL,0.5240368247032166,0.2211538461538461,effect,v2,two,False,False,False,both,heldin_test,shadow_smoke,0.8337105512619019,0.2497801780700683,0.913241684436798,True,far
0.023632301017642,0.5691372156143188,0.3523809523809524,44,bd3bc1adb8f3350db8df9d48ab119e0d,01_effect__dai,shadow_smoke_7,43,True,False,REAL,0.2641044557094574,0.2596153846153846,effect,v2,two,False,False,False,both,heldin_test,shadow_smoke,0.8337105512619019,0.2497801780700683,0.913241684436798,True,far
0.0316576771438121,0.6346802115440369,0.5714285714285714,22,2f8cf3fa64213eb667d833521ec5305a,01_effect__dai,davis_bear_elephant,42,True,True,REAL,0.3505535721778869,0.0769230769230769,effect,v2,two,False,False,False,both,davis,davis,0.8599857091903687,0.2222266197204589,0.725959062576294,False,mid
0.0229610260576009,0.3687866032123565,0.5904761904761905,45,678fecab4491801538effc7c839ccb52,01_effect__dai,davis_bear_elephant,43,True,True,REAL,0.604183554649353,0.0673076923076923,effect,v2,two,False,False,False,both,davis,davis,0.8599857091903687,0.2222266197204589,0.725959062576294,False,mid
0.0818932205438613,0.8203824162483215,0.0095238095238095,1,db39f41b30d7133789c4ee1b4b72acb9,01_effect__dai,davis_bear_elephant,42,True,True,REAL,0.6689109802246094,0.2211538461538461,effect,v2,two,True,False,False,both,davis,davis,0.8599857091903687,0.2222266197204589,0.725959062576294,False,mid
0.0256310980767011,0.3272549211978912,0.580952380952381,28,4319a2cea3759241cd052f3df1871523,01_effect__dai,davis_bear_elephant,43,True,True,REAL,0.6827113032341003,0.125,effect,v2,two,False,False,False,both,davis,davis,0.8599857091903687,0.2222266197204589,0.725959062576294,False,mid
0.0386057347059249,0.6799688935279846,0.6857142857142857,15,6830c61c7cc1673df3c77e5b1e338962,01_effect__dai,davis_tennis_snowboard,42,True,True,REAL,0.7821788787841797,0.5576923076923077,effect,v2,two,False,False,False,both,davis,davis,0.876124918460846,0.4753775596618652,0.6444668769836426,False,close
0.0342413038015365,0.8649170994758606,0.7238095238095238,18,ae12f91e1feb2c6b41f7aeae75fd1a35,01_effect__dai,davis_tennis_snowboard,43,True,True,REAL,1.0312916040420532,0.5288461538461539,effect,v2,two,False,False,False,both,davis,davis,0.876124918460846,0.4753775596618652,0.6444668769836426,False,close
0.0596718937158584,1.2628906965255735,0.0761904761904762,6,21dd94befa35e1d5058adb015d042e6d,01_effect__dai,davis_blackswan_rhino,42,True,True,REAL,1.5603303909301758,0.0384615384615384,effect,v2,two,False,False,False,both,davis,davis,0.979796588420868,0.3496437668800354,0.5437620282173157,False,close
0.0367707051336765,0.8740387558937073,0.8095238095238095,18,cec9ba2febee173b42ba044404575e31,01_effect__dai,davis_blackswan_rhino,43,True,True,REAL,1.0628762245178225,0.5769230769230769,effect,v2,two,False,False,False,both,davis,davis,0.979796588420868,0.3496437668800354,0.5437620282173157,False,close
0.0187037903815507,0.2015790343284607,0.0666666666666666,62,ce3d46a5983510f835aa262fdcded8ef,01_effect__dai,davis_blackswan_rhino,42,True,True,REAL,0.3875908851623535,0.5192307692307693,effect,v2,two,False,False,False,both,davis,davis,0.979796588420868,0.3496437668800354,0.5437620282173157,False,close
0.0180692113935947,0.2293509691953659,0.1619047619047619,55,c6f503263193b48f7128d7f69f0f1c23,01_effect__dai,davis_blackswan_rhino,43,True,True,REAL,0.6203956604003906,0.4326923076923077,effect,v2,two,False,False,False,both,davis,davis,0.979796588420868,0.3496437668800354,0.5437620282173157,False,close
0.0289464518427848,0.5152819156646729,0.4952380952380952,33,3bc91b20947b7013b3e34cf0ba7757fa,01_effect__dai,firelava_4,42,True,False,REAL,0.2364836931228637,0.0673076923076923,effect,v2,two,False,False,False,both,heldout,firelava,0.7550086975097656,0.2789343595504761,0.95657616853714,True,far
0.0198645461350679,0.3859117329120636,0.3619047619047619,58,6e82809a4d023b60ddbe3fc47171e90b,01_effect__dai,firelava_4,43,True,False,REAL,0.5651521682739258,0.0961538461538461,effect,v2,two,False,False,False,both,heldout,firelava,0.7550086975097656,0.2789343595504761,0.95657616853714,True,far
0.0592115186154842,0.5603093504905701,0.9904761904761904,3,4a0a478b39a8bf747baf1f0216e0c72d,01_effect__dai,davis_tennis_snowboard,42,True,True,REAL,0.6756985187530518,0.2211538461538461,effect,v2,two,False,False,False,both,davis,davis,0.876124918460846,0.4753775596618652,0.6444668769836426,False,close
0.0215565674006938,0.5628482699394226,0.9904761904761904,66,56397cc8055f73546ee0b1cae883b971,01_effect__dai,davis_tennis_snowboard,43,True,True,REAL,0.8968318700790405,0.125,effect,v2,two,False,False,False,both,davis,davis,0.876124918460846,0.4753775596618652,0.6444668769836426,False,close
0.0760883539915084,0.5600453019142151,0.9904761904761904,1,8f589ec2b4b0f1bae0d4cec9bdfbdc65,01_effect__dai,davis_tennis_snowboard,42,True,True,REAL,0.5083910226821899,0.4230769230769231,effect,v2,two,True,False,False,both,davis,davis,0.876124918460846,0.4753775596618652,0.6444668769836426,False,close
0.0170606933534145,0.5599736571311951,0.9904761904761904,79,ccea422c2ef330b2ed48c71e66102343,01_effect__dai,davis_tennis_snowboard,43,True,True,REAL,0.7404998540878296,0.5576923076923077,effect,v2,two,False,False,False,both,davis,davis,0.876124918460846,0.4753775596618652,0.6444668769836426,False,close
0.0372903458774089,0.5048458576202393,0.0761904761904762,29,952310a83a63170f5905b9c0e1b5fbda,01_effect__dai,raven_transition_2,42,True,False,REAL,0.1655260622501373,0.173076923076923,effect,v2,two,False,False,False,both,heldout,raven_transition,0.8378135561943054,0.3154877424240112,1.0046961307525637,True,far
0.0289246179163455,0.6120957136154175,0.1714285714285714,33,4b71cfdfc20d8d39b60fb63c7d9d2f05,01_effect__dai,raven_transition_2,43,True,False,REAL,0.2335169911384582,0.4423076923076923,effect,v2,two,False,False,False,both,heldout,raven_transition,0.8378135561943054,0.3154877424240112,1.0046961307525637,True,far
0.0236661415547132,0.1288753598928451,0.3047619047619048,37,499a1f208ccd42a2c7890e4b0ddfff2d,01_effect__dai,davis_bear_elephant,42,True,True,REAL,0.2588064074516296,0.2211538461538461,effect,v2,two,False,False,False,both,davis,davis,0.8599857091903687,0.2222266197204589,0.725959062576294,False,mid
0.0262222420424222,0.1518473029136657,0.8,18,c3ae6d9426d37c8864ca7296c5e5f701,01_effect__dai,davis_bear_elephant,43,True,True,REAL,0.3315597176551819,0.2692307692307692,effect,v2,two,False,False,False,both,davis,davis,0.8599857091903687,0.2222266197204589,0.725959062576294,False,mid
0.0200889967381954,0.2815454304218292,0.0761904761904762,56,73a02b1f60623677817350c755397fe8,01_effect__dai,davis_blackswan_rhino,42,True,True,REAL,0.85976642370224,0.3461538461538461,effect,v2,two,False,False,False,both,davis,davis,0.979796588420868,0.3496437668800354,0.5437620282173157,False,close
0.0177722107619047,0.7201709151268005,0.4571428571428571,64,6d0795297ea7b14d560401a3f370d163,01_effect__dai,davis_blackswan_rhino,43,True,True,REAL,1.3514553308486938,0.4423076923076923,effect,v2,two,False,False,False,both,davis,davis,0.979796588420868,0.3496437668800354,0.5437620282173157,False,close
0.0711003616452217,0.25411257147789,0.2476190476190476,6,9b5bcdb688c37782599082ef3f8d7ffd,01_effect__dai,melt_transition_2,42,True,False,CUT,0.0734224319458007,0.1153846153846153,effect,v2,two,False,True,True,both,heldout,melt_transition,0.9375076293945312,0.3432868123054504,0.7599163055419922,True,mid
0.0376474671065807,0.3527071475982666,0.3809523809523809,26,00b9d47b644d60ca8e18c6b206b7fa61,01_effect__dai,melt_transition_2,43,True,False,CUT,0.1122858524322509,0.0961538461538461,effect,v2,two,False,True,True,both,heldout,melt_transition,0.9375076293945312,0.3432868123054504,0.7599163055419922,True,mid
0.0811328962445259,0.3824007511138916,0.3238095238095238,10,b75f66507c224b36a7dd6a2a131a9e3c,02_neutral__dai,shadow_smoke_2,42,True,False,CUT,0.1147767305374145,0.0673076923076923,neutral,v2,two,False,True,True,both,heldin_train,shadow_smoke,0.976357102394104,0.4813467264175415,0.8247685432434082,True,mid
0.098003052175045,0.4457932412624359,0.1714285714285714,8,d1bfbb02ea8280b59dfd91efd0009e1e,02_neutral__dai,shadow_smoke_2,43,True,False,CUT,0.1112230569124221,0.0288461538461538,neutral,v2,two,False,True,True,both,heldin_train,shadow_smoke,0.976357102394104,0.4813467264175415,0.8247685432434082,True,mid
0.0231393128633499,0.5549275279045105,0.5238095238095238,33,6689776f76b0f873bd81cc832b63d085,01_effect__dai,davis_blackswan_rhino,42,True,True,REAL,0.6195341348648071,0.3461538461538461,effect,v2,two,False,False,False,both,davis,davis,0.979796588420868,0.3496437668800354,0.5437620282173157,False,close
0.0218726433813571,0.7033765912055969,0.8095238095238095,49,546c099dc2cc686d30d7c8c1954e5cc6,01_effect__dai,davis_blackswan_rhino,43,True,True,REAL,0.8687926530838013,0.4615384615384615,effect,v2,two,False,False,False,both,davis,davis,0.979796588420868,0.3496437668800354,0.5437620282173157,False,close
0.0711957365274429,0.3877526521682739,0.7333333333333333,11,94fc1b2320c8bea1f822c2d8667248e4,02_neutral__dai,hero_flight_1,42,True,False,REAL,0.2040862441062927,0.0384615384615384,neutral,v2,two,False,False,False,both,heldin_train,hero_flight,0.9896891713142396,0.3652272820472717,0.7391162514686584,True,mid
0.0738744586706161,0.6804172396659851,0.6476190476190476,6,ecf792363a4314ba47f5c8174c5fa92f,02_neutral__dai,hero_flight_1,43,True,False,REAL,0.2573407292366028,0.0288461538461538,neutral,v2,two,True,False,False,both,heldin_train,hero_flight,0.9896891713142396,0.3652272820472717,0.7391162514686584,True,mid
0.0510926097631454,0.5997971892356873,0.2952380952380952,16,ac037030818f59b3c66e1bea4a0aaf17,01_effect__dai,flying_cam_transition_4,42,True,False,REAL,0.2498494237661361,0.0673076923076923,effect,v2,two,False,False,False,both,heldout,flying_cam_transition,0.9239779114723206,0.3068329691886902,1.1037510633468628,True,far
0.030338542535901,0.5185633897781372,0.5714285714285714,29,d560172951ac36076d54132ea1b295eb,01_effect__dai,flying_cam_transition_4,43,True,False,REAL,0.4246464967727661,0.0673076923076923,effect,v2,two,False,False,False,both,heldout,flying_cam_transition,0.9239779114723206,0.3068329691886902,1.1037510633468628,True,far
0.3017062842845917,0.9904494285583496,0.0761904761904762,1,fe0941d063f6697b14d05db6e1af3e34,02_neutral__dai,hero_flight_5,42,True,False,CUT,0.1193494945764541,0.0,neutral,v2,two,True,True,True,both,heldin_test,hero_flight,0.9489837288856506,0.3703982234001159,0.6685858368873596,True,close
0.0862771794199943,0.7160511016845703,0.1142857142857142,9,25b3f2770b08c450f44fccd2859d6f8f,02_neutral__dai,hero_flight_5,43,True,False,CUT,0.114056795835495,0.0769230769230769,neutral,v2,two,True,True,True,both,heldin_test,hero_flight,0.9489837288856506,0.3703982234001159,0.6685858368873596,True,close
0.0854242444038391,1.149539589881897,0.1142857142857142,5,720915ff778838100c7b7df7b3ecc1a3,02_neutral__dai,shadow_smoke_0,42,True,False,REAL,0.4251381456851959,0.2403846153846154,neutral,v2,two,True,False,False,both,heldin_test,shadow_smoke,0.9212679862976074,0.4271559715270996,0.5626089572906494,True,close
0.046412169933319,0.7562477588653564,0.2476190476190476,18,2e79dab2175ef4c81597a4986c343b04,02_neutral__dai,shadow_smoke_0,43,True,False,REAL,0.4790016710758209,0.173076923076923,neutral,v2,two,False,False,False,both,heldin_test,shadow_smoke,0.9212679862976074,0.4271559715270996,0.5626089572906494,True,close
0.0314312577247619,0.3439024984836578,0.0761904761904762,18,3116148bc04ed150d17c14d1b8a061aa,02_neutral__dai,hero_flight_6,42,True,False,REAL,0.4338953495025635,0.1346153846153846,neutral,v2,two,False,False,False,both,heldin_test,hero_flight,0.6431841850280762,0.3309119343757629,0.7196507453918457,True,mid
0.0453634858131408,0.9947106838226318,0.0285714285714285,5,966d3071c1e4a559b90ca0930b07f839,02_neutral__dai,hero_flight_6,43,True,False,REAL,0.5696723461151123,0.0673076923076923,neutral,v2,two,False,False,False,both,heldin_test,hero_flight,0.6431841850280762,0.3309119343757629,0.7196507453918457,True,mid
