step_share,step_over_gap,step_pos,n_steps_big,md5,variant,endpoint,seed,two_sided,foreign,cls,DR_med,M,prompt,grid,sided
0.029180001467466354,0.14573150873184204,0.6111111111111112,35,dbdaa6e9cdd02f15cb09750fc982cfcd,07_effect_v3ed81__dai,ed.Body_Laser_Aura.1858d4165ab7c7d2.M,43,False,False,REAL,0.3772122263908386,0.4177215189873418,effect,v3ed81,one
0.05194776505231857,0.26520994305610657,0.3611111111111111,9,7cb2996ce914f01ff1fa3073f1be8cd2,07_effect_v3ed81__dai,ed.Body_Laser_Aura.1858d4165ab7c7d2.M,42,False,False,REAL,0.1403202563524246,0.1012658227848101,effect,v3ed81,one
0.030685506761074066,0.21040798723697662,0.4861111111111111,28,968857328fea3b87c41a69c0c00841fb,07_effect_v3ed81__dai,ed.Body_Laser_Aura.1858d4165ab7c7d2.M,43,False,False,REAL,0.3824385404586792,0.3670886075949367,effect,v3ed81,one
0.026967765763401985,0.13225533068180084,0.7916666666666666,47,af358c748a675e4a556effc7bd86c24a,07_effect_v3ed81__dai,ed.Cold_Tears_Gaze.0e28a4f8490df43f.M,42,False,False,REAL,0.2886626720428467,0.3037974683544304,effect,v3ed81,one
0.05367734655737877,0.4470711350440979,0.5277777777777778,18,8cf2cceb694242c8fec41254584b1a62,07_effect_v3ed81__dai,ed.Cold_Tears_Gaze.0e28a4f8490df43f.M,43,False,False,CUT,0.0092802252620458,0.1012658227848101,effect,v3ed81,one
0.031858090311288834,0.19932401180267334,0.9444444444444444,29,ae24234a5bfe7d013b02a477786b5913,07_effect_v3ed81__dai,ed.Cold_Tears_Gaze.0e28a4f8490df43f.M,42,False,False,REAL,0.2124260663986206,0.2784810126582278,effect,v3ed81,one
0.030622342601418495,0.37302497029304504,0.4166666666666667,27,5d271013bf48fbb63145d6bb65ed393d,07_effect_v3ed81__dai,ed.Cold_Tears_Gaze.0e28a4f8490df43f.M,43,False,False,REAL,0.2668768465518951,0.3417721518987341,effect,v3ed81,one
0.08939345180988312,0.3236103355884552,0.7083333333333334,4,4e4af6eaa65c676c85c5777e0130d02e,07_effect_v3ed81__dai,ed.Body_as_mist.1e2592b60cc87490.M,42,False,False,CUT,0.0057476772926747,0.0886075949367088,effect,v3ed81,one
0.028638483956456184,0.13449953496456146,0.16666666666666666,48,50b155c3970d0579b0c419eab6b5d255,07_effect_v3ed81__dai,ed.Body_as_mist.1e2592b60cc87490.M,43,False,False,REAL,0.380459576845169,0.4177215189873418,effect,v3ed81,one
0.035487473011016846,0.15007831156253815,0.6666666666666666,28,047424c911c5fd1b0c830165a5e88edf,07_effect_v3ed81__dai,ed.Body_as_mist.1e2592b60cc87490.M,42,False,False,REAL,0.1713146269321441,0.1518987341772152,effect,v3ed81,one
0.023223351687192917,0.16414740681648254,0.9166666666666666,49,27851543a4b4ab4ef0dacde34a2a1aae,07_effect_v3ed81__dai,ed.Body_as_mist.1e2592b60cc87490.M,43,False,False,REAL,0.4295402765274048,0.3670886075949367,effect,v3ed81,one
0.02740541100502014,0.0791342481970787,0.3333333333333333,38,06fa1d903008782443213bdca3c2915e,07_effect_v3ed81__dai,ed.Code_Mirror_Duplicate.02c8c50a3fbcd46d.M,42,False,False,REAL,0.1288822293281555,0.1772151898734177,effect,v3ed81,one
0.05622535198926926,0.23846781253814697,0.4027777777777778,14,eab7d2b515575872c2ad16c2729c4bbd,07_effect_v3ed81__dai,ed.Code_Mirror_Duplicate.02c8c50a3fbcd46d.M,43,False,False,CUT,0.1146620437502861,0.1139240506329113,effect,v3ed81,one
0.021296745166182518,0.08018302917480469,0.9444444444444444,58,3162e3c4f0bf4ade5b7661acaaefc7d5,07_effect_v3ed81__dai,ed.Code_Mirror_Duplicate.02c8c50a3fbcd46d.M,42,False,False,REAL,0.1696057021617889,0.1772151898734177,effect,v3ed81,one
0.031170226633548737,0.11546669900417328,0.8888888888888888,27,24993ba2adbcb782a145d1642c54541b,07_effect_v3ed81__dai,ed.Code_Mirror_Duplicate.02c8c50a3fbcd46d.M,43,False,False,CUT,0.1089314520359039,0.1139240506329113,effect,v3ed81,one
