group,endpoint,seed,abrupt,cls,gap,transit_frames,jump3,jump1,fracA,fracB,fracElse
start(regen)/neutral,raven_transition_2,42,True,REAL,103.42342376708984,31,0.430573970079422,0.42645132541656494,0.0,0.11711711711711711,0.8828828828828829
start(regen)/neutral,raven_transition_2,43,True,REAL,106.71329498291016,19,0.689437985420227,0.689140796661377,0.0,0.21621621621621623,0.7837837837837838
start(regen)/neutral,air_bending_1,42,True,REAL,76.9277572631836,0,0.9849104285240173,0.9726732969284058,0.16216216216216217,0.10810810810810811,0.7297297297297297
start(regen)/neutral,air_bending_1,43,True,REAL,95.9360580444336,0,0.9246575832366943,0.9004911780357361,0.2702702702702703,0.018018018018018018,0.7117117117117117
start(regen)/neutral,giant_grab_3,42,False,REAL,28.65891456604004,18,0.8446199297904968,0.4211099445819855,0.0,0.009009009009009009,0.990990990990991
start(regen)/neutral,giant_grab_3,43,False,REAL,35.37872314453125,95,0.4491655230522156,0.24128080904483795,0.0,0.009009009009009009,0.990990990990991
GT clip (same endpoints),air_bending_1,-1,,GT,68.95417785644531,13,0.24866163730621338,0.08605271577835083,0.16346153846153846,0.125,0.7115384615384616
GT clip (same endpoints),display_transition_1,-1,,GT,45.149906158447266,31,0.16982603073120117,0.06099885702133179,0.09615384615384616,0.009615384615384616,0.8942307692307693
GT clip (same endpoints),earth_wave_3,-1,,GT,81.98289489746094,11,0.234928160905838,0.08097407221794128,0.10576923076923077,0.038461538461538464,0.8557692307692308
GT clip (same endpoints),earth_wave_5,-1,,GT,90.23703002929688,24,0.31740429997444153,0.11603596806526184,0.057692307692307696,0.0673076923076923,0.875
GT clip (same endpoints),firelava_4,-1,,GT,96.73543548583984,41,0.145595520734787,0.06049704551696777,0.028846153846153848,0.08653846153846154,0.8846153846153846
GT clip (same endpoints),flame_transition_2,-1,,GT,66.19791412353516,19,0.25081026554107666,0.11930787563323975,0.09615384615384616,0.22115384615384615,0.6826923076923077
GT clip (same endpoints),flame_transition_3,-1,,GT,75.51991271972656,24,0.24367719888687134,0.1078420877456665,0.10576923076923077,0.16346153846153846,0.7307692307692308
GT clip (same endpoints),flying_cam_transition_4,-1,,GT,76.99722290039062,59,0.14090567827224731,0.07109761238098145,0.038461538461538464,0.019230769230769232,0.9423076923076923
GT clip (same endpoints),giant_grab_3,-1,,GT,41.5112419128418,26,0.4994748532772064,0.30001458525657654,0.0,0.0,1.0
GT clip (same endpoints),giant_grab_5,-1,,GT,42.15260696411133,45,0.3005914092063904,0.16617560386657715,0.07692307692307693,0.028846153846153848,0.8942307692307693
GT clip (same endpoints),hero_flight_1,-1,,GT,87.24577331542969,48,0.43369799852371216,0.4384022355079651,0.019230769230769232,0.0,0.9807692307692307
GT clip (same endpoints),hero_flight_5,-1,,GT,79.41058349609375,67,0.1524895429611206,0.15052616596221924,0.04807692307692308,0.009615384615384616,0.9423076923076923
GT clip (same endpoints),hero_flight_6,-1,,GT,79.62259674072266,30,0.3633728623390198,0.3194758892059326,0.019230769230769232,0.0,0.9807692307692307
GT clip (same endpoints),melt_transition_2,-1,,GT,71.18402099609375,25,0.12171041965484619,0.04283475875854492,0.19230769230769232,0.14423076923076922,0.6634615384615385
GT clip (same endpoints),raven_transition_2,-1,,GT,106.36166381835938,71,0.3965160548686981,0.27653610706329346,0.0,0.0673076923076923,0.9326923076923077
GT clip (same endpoints),shadow_smoke_0,-1,,GT,75.21721649169922,13,0.2359265834093094,0.08192084729671478,0.07692307692307693,0.019230769230769232,0.9038461538461539
