group,clip_id,gini_dino,step_dino,lerp_dino,gini_pix,step_pix
S-PROBE:R1:high,probe__P02H__super_fast_run_10__s43,0.7695910536247739,0.15511653836004313,0.3545754237585769,0.7739731021965848,0.2439131980485285
S-PROBE:R2:high,probe_r2__P02H__s43,0.786679038264422,0.10379282110911507,0.4121617841840108,0.7150114336883104,0.15657551365937714
S-PROBE:R3:high,probe_r3__P02H__s43,0.8929435458468544,0.09484594608468251,0.4335907533410689,0.8700486237473541,0.11871952452469094
S-PROBE:R1:high,probe__P02H__super_fast_run_10__s44,0.6664010477625306,0.1820241145900533,0.29812377063251205,0.614484065307727,0.1663082818845838
S-PROBE:R2:high,probe_r2__P02H__s44,0.6565744305499601,0.19781682091959638,0.3519296143745803,0.5107550610688252,0.20855489655102616
S-PROBE:R3:high,probe_r3__P02H__s44,0.8411114392717676,0.17047189234424276,0.3157392656528192,0.8381549518115368,0.13193911229101477
S-PROBE:R1:high,probe__P03H__portal_1__s42,0.5393083566559065,0.31403707191555924,0.09774460068872627,0.5476452763067279,0.29122644109993695
S-PROBE:R2:high,probe_r2__P03H__s42,0.560241068825666,0.2850642820724741,0.07097689092842227,0.6103671327208351,0.27354525825823955
S-PROBE:R3:high,probe_r3__P03H__s42,0.7535318209219921,0.09392387633557547,0.2809110147591015,0.8895856266136004,0.06324095923012601
S-PROBE:R1:high,probe__P03H__portal_1__s43,0.5532370012086647,0.27498968280697134,0.12003039681320515,0.7094952915526502,0.21922421062445796
S-PROBE:R2:high,probe_r2__P03H__s43,0.578564570190035,0.2738629763583874,0.10779331396251704,0.5548083729249358,0.26357768239886653
S-PROBE:R3:high,probe_r3__P03H__s43,0.7194995964920787,0.08377308267748566,0.26950471049781993,0.8419524137249437,0.10260556179291774
S-PROBE:R1:high,probe__P03H__portal_1__s44,0.5807296156861876,0.30164062318468504,0.11613671510896713,0.6094001958975905,0.18414394057387357
S-PROBE:R2:high,probe_r2__P03H__s44,0.6114389711344734,0.28301442584996617,0.08465483386630969,0.6255987388083084,0.2830116371481079
S-PROBE:R3:high,probe_r3__P03H__s44,0.7475163038860912,0.104624493054726,0.21416445829312536,0.7910908231896057,0.11894091691329191
S-PROBE:R1:high,probe__P04H__portal_10__s42,0.5371543309684472,0.21567137122883773,0.2692696245160408,0.6176861300237018,0.14601863048859245
S-PROBE:R2:high,probe_r2__P04H__s42,0.6118802514407047,0.2267871986222696,0.36083657689130927,0.6623391761882693,0.1627490664663355
S-PROBE:R3:high,probe_r3__P04H__s42,0.6029805839025171,0.26163906782895513,0.3439213991933256,0.7013350960143399,0.14280351067338615
S-PROBE:R1:high,probe__P04H__portal_10__s43,0.5561797603144985,0.25959291559833075,0.15087103202983065,0.550729251380452,0.305144529072136
S-PROBE:R2:high,probe_r2__P04H__s43,0.6103233268903541,0.32533695731970563,0.19202183325280425,0.5165688747735422,0.23372874634625412
S-PROBE:R3:high,probe_r3__P04H__s43,0.564709456880115,0.24914188078027838,0.266860162401327,0.6658994176001594,0.2244280831342618
S-PROBE:R1:high,probe__P04H__portal_10__s44,0.5517392575749596,0.2896994919151504,0.1619918622210347,0.47916643402397874,0.3311970429286404
S-PROBE:R2:high,probe_r2__P04H__s44,0.6215674355711729,0.3010421849018864,0.20518241580996965,0.3760111616465125,0.3582841792806851
S-PROBE:R3:high,probe_r3__P04H__s44,0.6474109115283186,0.27187036268034925,0.2399256622604863,0.46398776536907493,0.36920014093895837
S-PROBE:R1:high,probe__P05H__explosion_1__s42,0.6138372433434163,0.29690687394131976,0.14406679907335596,0.5536462768737549,0.29241941078954464
S-PROBE:R2:high,probe_r2__P05H__s42,0.6161161318881259,0.28358307061744437,0.156754490371218,0.5663123134214072,0.2854282162978361
S-PROBE:R3:high,probe_r3__P05H__s42,0.7953063072232636,0.08851852577749056,0.25153759543610793,0.618429728894339,0.17781425509930981
S-PROBE:R1:high,probe__P05H__explosion_1__s43,0.6130621280002297,0.30780884278675436,0.1888653804860794,0.649041522178218,0.3268590241153488
S-PROBE:R2:high,probe_r2__P05H__s43,0.6415599525744395,0.30925270791441334,0.19408813413258746,0.6289670057944023,0.30702499412116957
S-PROBE:R3:high,probe_r3__P05H__s43,0.9090664271531554,0.09282034697133895,0.34339382266599094,0.916612942226875,0.06700833081093546
S-PROBE:R1:high,probe__P05H__explosion_1__s44,0.6435692911125694,0.3262469878073796,0.15623383582413286,0.6336266151223495,0.3589552968272661
S-PROBE:R2:high,probe_r2__P05H__s44,0.7411814468107458,0.2876059944769112,0.22352248575302602,0.716945718346855,0.26159430548668605
S-PROBE:R3:high,probe_r3__P05H__s44,0.8853792055058047,0.11526975395568435,0.33310202473033307,0.8812379761513753,0.07429368959451871
S-PROBE:R1:high,probe__P06H__explosion_0__s42,0.6163880140656031,0.20249989576761893,0.2917388601852036,0.5253359278959566,0.2179913457811804
S-PROBE:R2:high,probe_r2__P06H__s42,0.7458610739372828,0.17957319549823417,0.3860004823296545,0.7744486703193321,0.1998650778060649
S-PROBE:R3:high,probe_r3__P06H__s42,0.8731638465585463,0.037837544940615135,0.4700242586376507,0.946527224664949,0.018431863576358346
S-PROBE:R1:high,probe__P06H__explosion_0__s43,0.747525731907708,0.12938826918615573,0.3290737981807822,0.8198940158446071,0.135998895566283
S-PROBE:R2:high,probe_r2__P06H__s43,0.8046041986210548,0.09175714956121055,0.33126165789368667,0.8403724174110969,0.09935507648428457
S-PROBE:R3:high,probe_r3__P06H__s43,0.8351927568430877,0.07779845638789232,0.330347196493016,0.8825361993567558,0.08878808484888277
S-PROBE:R1:high,probe__P06H__explosion_0__s44,0.6711033564093309,0.17208389004300567,0.3204787300923723,0.6958703362479812,0.14386752682332868
S-PROBE:R2:high,probe_r2__P06H__s44,0.7175502308453034,0.13891074740134013,0.3512105257667859,0.7162792286923227,0.1117625572375822
S-PROBE:R3:high,probe_r3__P06H__s44,0.8314260791879988,0.09685318652963847,0.40306202914173306,0.8434698541644525,0.10579643236894853
S-PROBE:R1:high,probe__P07H__plasma_explosion_2__s42,0.691298470445376,0.178205153076493,0.22315897528555478,0.6334404183446309,0.14433695732285065
S-PROBE:R2:high,probe_r2__P07H__s42,0.7325812558814362,0.17467326176544573,0.2111544604177321,0.6590976972233036,0.13241372138857804
