space,stratum,tier,ref,default,descriptor,null,n_units,ref_med,def_med,null_med,ref_minus_def,def_minus_null,correct_dir,brief_criterion,paired_frac_correct,headroom_ratio,verdict
VAE,S-PROBE,high,R2,R3,nu_max,LATLERP,90,0.9272,0.8592,0.5,0.068,0.3592,True,True,0.678,0.189,RIGHT
VAE,S-PROBE,high,R2,R3,path_over_gap,LERP,90,7.2132,6.5539,3.1845,0.6593,3.3694,True,True,0.8,0.196,RIGHT
VAE,S-PROBE,high,R2,R3,path_over_gap,CUT50,90,7.2132,6.5539,2.8837,0.6593,3.6702,True,True,0.8,0.18,RIGHT
VAE,S-PROBE,high,R2,R3,path_over_gap,FREEZE,90,7.2132,6.5539,1.0012,0.6593,5.5527,True,True,0.8,0.119,RIGHT
VAE,S-PROBE,high,R2,R3,path_over_gap,LATLERP,90,7.2132,6.5539,1.0,0.6593,5.5539,True,True,0.8,0.119,RIGHT
VAE,S-PROBE,high,R2,R3,step_share,LERP,90,0.1023,0.1231,0.0813,-0.0208,0.0417,False,False,0.167,0.498,WRONG
VAE,S-PROBE,high,R2,R3,step_share,CUT50,90,0.1023,0.1231,0.2868,-0.0208,-0.1637,True,True,0.822,0.127,RIGHT
VAE,S-PROBE,high,R2,R3,step_share,FREEZE,90,0.1023,0.1231,0.9988,-0.0208,-0.8758,True,True,0.822,0.024,RIGHT
VAE,S-PROBE,high,R2,R3,step_share,LATLERP,90,0.1023,0.1231,0.0714,-0.0208,0.0516,False,False,0.178,0.402,WRONG
VAE,S-PROBE,inplace,R1,R3,DR,LERP,30,0.5763,0.6065,0.2628,-0.0303,0.3437,False,False,0.4,0.088,WRONG
VAE,S-PROBE,inplace,R1,R3,DR,CUT50,30,0.5763,0.6065,0.0777,-0.0303,0.5289,False,False,0.4,0.057,WRONG
VAE,S-PROBE,inplace,R1,R3,DR,FREEZE,30,0.5763,0.6065,0.0,-0.0303,0.6065,False,False,0.4,0.05,WRONG
VAE,S-PROBE,inplace,R1,R3,DR,LATLERP,30,0.5763,0.6065,0.0001,-0.0303,0.6064,False,False,0.4,0.05,WRONG
VAE,S-PROBE,inplace,R1,R3,M,LERP,30,0.4615,0.3846,0.6154,0.0769,-0.2308,False,False,0.1,0.333,WRONG
VAE,S-PROBE,inplace,R1,R3,M,CUT50,30,0.4615,0.3846,0.0769,0.0769,0.3077,True,True,0.5,0.25,RIGHT
VAE,S-PROBE,inplace,R1,R3,M,FREEZE,30,0.4615,0.3846,0.0,0.0769,0.3846,True,True,0.6,0.2,RIGHT
VAE,S-PROBE,inplace,R1,R3,M,LATLERP,30,0.4615,0.3846,0.5385,0.0769,-0.1538,False,False,0.067,0.5,WRONG
VAE,S-PROBE,inplace,R1,R3,cross,LERP,30,0.3077,0.3077,0.5385,0.0,-0.2308,False,False,0.267,0.0,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R1,R3,cross,CUT50,30,0.3077,0.3077,0.5385,0.0,-0.2308,False,False,0.233,0.0,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R1,R3,cross,FREEZE,30,0.3077,0.3077,1.0,0.0,-0.6923,False,False,0.333,0.0,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R1,R3,cross,LATLERP,30,0.3077,0.3077,0.5385,0.0,-0.2308,False,False,0.233,0.0,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R1,R3,nu_max,LERP,30,0.8176,0.8309,0.5646,-0.0133,0.2663,False,False,0.4,0.05,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R1,R3,nu_max,CUT50,30,0.8176,0.8309,0.7457,-0.0133,0.0852,False,False,0.467,0.156,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R1,R3,nu_max,FREEZE,30,0.8176,0.8309,0.0008,-0.0133,0.8301,False,False,0.4,0.016,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R1,R3,nu_max,LATLERP,30,0.8176,0.8309,0.5,-0.0133,0.3309,False,False,0.4,0.04,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R1,R3,path_over_gap,LERP,30,6.4191,6.6808,3.2515,-0.2617,3.4293,False,False,0.4,0.076,WRONG
VAE,S-PROBE,inplace,R1,R3,path_over_gap,CUT50,30,6.4191,6.6808,2.778,-0.2617,3.9028,False,False,0.4,0.067,WRONG
VAE,S-PROBE,inplace,R1,R3,path_over_gap,FREEZE,30,6.4191,6.6808,1.0013,-0.2617,5.6795,False,False,0.4,0.046,WRONG
VAE,S-PROBE,inplace,R1,R3,path_over_gap,LATLERP,30,6.4191,6.6808,1.0,-0.2617,5.6808,False,False,0.4,0.046,WRONG
VAE,S-PROBE,inplace,R1,R3,step_share,LERP,30,0.0963,0.1027,0.0856,-0.0064,0.0171,False,False,0.3,0.373,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R1,R3,step_share,CUT50,30,0.0963,0.1027,0.3011,-0.0064,-0.1984,True,True,0.733,0.032,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R1,R3,step_share,FREEZE,30,0.0963,0.1027,0.9988,-0.0064,-0.8961,True,True,0.733,0.007,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R1,R3,step_share,LATLERP,30,0.0963,0.1027,0.0714,-0.0064,0.0312,False,False,0.267,0.204,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R2,R3,DR,LERP,30,0.5861,0.6065,0.2628,-0.0204,0.3437,False,False,0.433,0.059,WRONG
VAE,S-PROBE,inplace,R2,R3,DR,CUT50,30,0.5861,0.6065,0.0777,-0.0204,0.5289,False,False,0.433,0.039,WRONG
VAE,S-PROBE,inplace,R2,R3,DR,FREEZE,30,0.5861,0.6065,0.0,-0.0204,0.6065,False,False,0.433,0.034,WRONG
VAE,S-PROBE,inplace,R2,R3,DR,LATLERP,30,0.5861,0.6065,0.0001,-0.0204,0.6064,False,False,0.433,0.034,WRONG
VAE,S-PROBE,inplace,R2,R3,M,LERP,30,0.4231,0.3846,0.6154,0.0385,-0.2308,False,False,0.1,0.167,WRONG
VAE,S-PROBE,inplace,R2,R3,M,CUT50,30,0.4231,0.3846,0.0769,0.0385,0.3077,True,True,0.3,0.125,RIGHT
VAE,S-PROBE,inplace,R2,R3,M,FREEZE,30,0.4231,0.3846,0.0,0.0385,0.3846,True,True,0.367,0.1,RIGHT
VAE,S-PROBE,inplace,R2,R3,M,LATLERP,30,0.4231,0.3846,0.5385,0.0385,-0.1538,False,False,0.067,0.25,WRONG
VAE,S-PROBE,inplace,R2,R3,cross,LERP,30,0.3846,0.3077,0.5385,0.0769,-0.2308,False,False,0.3,0.333,WRONG
VAE,S-PROBE,inplace,R2,R3,cross,CUT50,30,0.3846,0.3077,0.5385,0.0769,-0.2308,False,False,0.267,0.333,WRONG
VAE,S-PROBE,inplace,R2,R3,cross,FREEZE,30,0.3846,0.3077,1.0,0.0769,-0.6923,False,False,0.4,0.111,WRONG
VAE,S-PROBE,inplace,R2,R3,cross,LATLERP,30,0.3846,0.3077,0.5385,0.0769,-0.2308,False,False,0.267,0.333,WRONG
VAE,S-PROBE,inplace,R2,R3,nu_max,LERP,30,0.84,0.8309,0.5646,0.0091,0.2663,True,True,0.6,0.034,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R2,R3,nu_max,CUT50,30,0.84,0.8309,0.7457,0.0091,0.0852,True,True,0.467,0.107,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R2,R3,nu_max,FREEZE,30,0.84,0.8309,0.0008,0.0091,0.8301,True,True,0.6,0.011,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R2,R3,nu_max,LATLERP,30,0.84,0.8309,0.5,0.0091,0.3309,True,True,0.6,0.028,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R2,R3,path_over_gap,LERP,30,6.6717,6.6808,3.2515,-0.0091,3.4293,False,False,0.633,0.003,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R2,R3,path_over_gap,CUT50,30,6.6717,6.6808,2.778,-0.0091,3.9028,False,False,0.633,0.002,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R2,R3,path_over_gap,FREEZE,30,6.6717,6.6808,1.0013,-0.0091,5.6795,False,False,0.633,0.002,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R2,R3,path_over_gap,LATLERP,30,6.6717,6.6808,1.0,-0.0091,5.6808,False,False,0.633,0.002,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R2,R3,step_share,LERP,30,0.105,0.1027,0.0856,0.0023,0.0171,True,True,0.4,0.133,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R2,R3,step_share,CUT50,30,0.105,0.1027,0.3011,0.0023,-0.1984,False,False,0.633,0.011,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R2,R3,step_share,FREEZE,30,0.105,0.1027,0.9988,0.0023,-0.8961,False,False,0.633,0.003,no-gap(|ref-def|<0.02)
VAE,S-PROBE,inplace,R2,R3,step_share,LATLERP,30,0.105,0.1027,0.0714,0.0023,0.0312,True,True,0.367,0.073,no-gap(|ref-def|<0.02)
TRANS,S-GRID,,GT,NULLGEN,nu_max,LERP,19,0.4953,0.3358,0.2828,0.1595,0.053,True,True,0.474,3.009,RIGHT
TRANS,S-GRID,,GT,NULLGEN,nu_max,CUT50,19,0.4953,0.3358,0.0,0.1595,0.3358,True,True,0.789,0.475,RIGHT
TRANS,S-GRID,,GT,NULLGEN,nu_max,FREEZE,19,0.4953,0.3358,0.0,0.1595,0.3358,True,True,0.789,0.475,RIGHT
TRANS,S-GRID,,GT,NULLGEN,swap_sharp,LERP,19,0.2324,0.5661,0.1237,-0.3337,0.4424,False,False,0.0,0.754,WRONG
TRANS,S-GRID,,GT,NULLGEN,swap_sharp,CUT50,19,0.2324,0.5661,1.0,-0.3337,-0.4339,True,True,1.0,0.769,RIGHT
TRANS,S-GRID,,GT,NULLGEN,swap_sharp,FREEZE,19,0.2324,0.5661,1.0,-0.3337,-0.4339,True,True,1.0,0.769,RIGHT
TRANS,S-GRID,,GT,NULLGEN,local_at_peak,LERP,19,0.3333,0.5767,0.0,-0.2433,0.5767,False,False,0.211,0.422,WRONG
TRANS,S-GRID,,GT,NULLGEN,local_at_peak,CUT50,19,0.3333,0.5767,0.6833,-0.2433,-0.1067,True,True,0.579,2.281,RIGHT
TRANS,S-GRID,,GT,NULLGEN,local_at_peak,FREEZE,19,0.3333,0.5767,0.6833,-0.2433,-0.1067,True,True,0.579,2.281,RIGHT
TRANS,S-GRID,,GT,NULLGEN,trans_mean,LERP,19,0.0742,0.059,0.0566,0.0151,0.0025,True,True,0.526,6.133,no-gap(|ref-def|<0.02)
TRANS,S-GRID,,GT,NULLGEN,trans_mean,CUT50,19,0.0742,0.059,0.0532,0.0151,0.0058,True,True,0.842,2.589,no-gap(|ref-def|<0.02)
TRANS,S-GRID,,GT,NULLGEN,trans_mean,FREEZE,19,0.0742,0.059,0.0531,0.0151,0.0059,True,True,0.737,2.556,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,high,R1,R3,nu_max,LERP,90,0.5832,0.3072,0.2834,0.276,0.0239,True,True,0.567,11.569,RIGHT
TRANS,S-PROBE,high,R1,R3,nu_max,CUT50,90,0.5832,0.3072,0.0,0.276,0.3072,True,True,0.944,0.898,RIGHT
TRANS,S-PROBE,high,R1,R3,nu_max,FREEZE,90,0.5832,0.3072,0.0,0.276,0.3072,True,True,0.944,0.898,RIGHT
TRANS,S-PROBE,high,R1,R3,swap_sharp,LERP,90,0.2866,0.5304,0.1548,-0.2438,0.3756,False,False,0.122,0.649,WRONG
TRANS,S-PROBE,high,R1,R3,swap_sharp,CUT50,90,0.2866,0.5304,1.0,-0.2438,-0.4696,True,True,0.867,0.519,RIGHT
TRANS,S-PROBE,high,R1,R3,swap_sharp,FREEZE,90,0.2866,0.5304,1.0,-0.2438,-0.4696,True,True,0.867,0.519,RIGHT
TRANS,S-PROBE,high,R1,R3,local_at_peak,LERP,90,0.3383,0.5867,0.0,-0.2483,0.5867,False,False,0.244,0.423,WRONG
TRANS,S-PROBE,high,R1,R3,local_at_peak,CUT50,90,0.3383,0.5867,0.86,-0.2483,-0.2733,True,True,0.611,0.909,RIGHT
TRANS,S-PROBE,high,R1,R3,local_at_peak,FREEZE,90,0.3383,0.5867,0.86,-0.2483,-0.2733,True,True,0.611,0.909,RIGHT
TRANS,S-PROBE,high,R1,R3,trans_mean,LERP,90,0.0533,0.0531,0.0564,0.0001,-0.0033,False,False,0.467,0.036,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,high,R1,R3,trans_mean,CUT50,90,0.0533,0.0531,0.0536,0.0001,-0.0005,False,False,0.433,0.236,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,high,R1,R3,trans_mean,FREEZE,90,0.0533,0.0531,0.0519,0.0001,0.0013,True,True,0.411,0.095,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,high,R2,R3,nu_max,LERP,90,0.5552,0.3072,0.2834,0.248,0.0239,True,True,0.5,10.397,RIGHT
TRANS,S-PROBE,high,R2,R3,nu_max,CUT50,90,0.5552,0.3072,0.0,0.248,0.3072,True,True,0.856,0.807,RIGHT
TRANS,S-PROBE,high,R2,R3,nu_max,FREEZE,90,0.5552,0.3072,0.0,0.248,0.3072,True,True,0.856,0.807,RIGHT
TRANS,S-PROBE,high,R2,R3,swap_sharp,LERP,90,0.2966,0.5304,0.1548,-0.2338,0.3756,False,False,0.089,0.623,WRONG
TRANS,S-PROBE,high,R2,R3,swap_sharp,CUT50,90,0.2966,0.5304,1.0,-0.2338,-0.4696,True,True,0.9,0.498,RIGHT
TRANS,S-PROBE,high,R2,R3,swap_sharp,FREEZE,90,0.2966,0.5304,1.0,-0.2338,-0.4696,True,True,0.9,0.498,RIGHT
TRANS,S-PROBE,high,R2,R3,local_at_peak,LERP,90,0.36,0.5867,0.0,-0.2267,0.5867,False,False,0.322,0.386,WRONG
TRANS,S-PROBE,high,R2,R3,local_at_peak,CUT50,90,0.36,0.5867,0.86,-0.2267,-0.2733,True,True,0.556,0.829,RIGHT
TRANS,S-PROBE,high,R2,R3,local_at_peak,FREEZE,90,0.36,0.5867,0.86,-0.2267,-0.2733,True,True,0.556,0.829,RIGHT
TRANS,S-PROBE,high,R2,R3,trans_mean,LERP,90,0.0524,0.0531,0.0564,-0.0008,-0.0033,True,True,0.456,0.239,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,high,R2,R3,trans_mean,CUT50,90,0.0524,0.0531,0.0536,-0.0008,-0.0005,True,True,0.422,1.552,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,high,R2,R3,trans_mean,FREEZE,90,0.0524,0.0531,0.0519,-0.0008,0.0013,False,False,0.467,0.623,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,inplace,R1,R3,nu_max,LERP,30,0.2314,0.1947,0.2084,0.0367,-0.0137,False,True,0.4,2.678,negligible(|def-N|<0.02)
TRANS,S-PROBE,inplace,R1,R3,nu_max,CUT50,30,0.2314,0.1947,0.0,0.0367,0.1947,True,True,0.6,0.189,RIGHT
TRANS,S-PROBE,inplace,R1,R3,nu_max,FREEZE,30,0.2314,0.1947,0.0,0.0367,0.1947,True,True,0.6,0.189,RIGHT
TRANS,S-PROBE,inplace,R1,R3,swap_sharp,LERP,30,0.2141,0.2993,0.153,-0.0852,0.1462,False,False,0.233,0.583,WRONG
TRANS,S-PROBE,inplace,R1,R3,swap_sharp,CUT50,30,0.2141,0.2993,1.0,-0.0852,-0.7007,True,True,0.767,0.122,RIGHT
TRANS,S-PROBE,inplace,R1,R3,swap_sharp,FREEZE,30,0.2141,0.2993,1.0,-0.0852,-0.7007,True,True,0.767,0.122,RIGHT
TRANS,S-PROBE,inplace,R1,R3,local_at_peak,LERP,30,0.0283,0.0167,0.0,0.0117,0.0167,True,True,0.233,0.7,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,inplace,R1,R3,local_at_peak,CUT50,30,0.0283,0.0167,0.3817,0.0117,-0.365,False,False,0.433,0.032,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,inplace,R1,R3,local_at_peak,FREEZE,30,0.0283,0.0167,0.3817,0.0117,-0.365,False,False,0.433,0.032,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,inplace,R1,R3,trans_mean,LERP,30,0.0614,0.0609,0.0581,0.0005,0.0028,True,True,0.5,0.194,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,inplace,R1,R3,trans_mean,CUT50,30,0.0614,0.0609,0.059,0.0005,0.0019,True,True,0.533,0.282,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,inplace,R1,R3,trans_mean,FREEZE,30,0.0614,0.0609,0.0595,0.0005,0.0014,True,True,0.5,0.375,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,inplace,R2,R3,nu_max,LERP,30,0.2337,0.1947,0.2084,0.039,-0.0137,False,True,0.467,2.844,negligible(|def-N|<0.02)
TRANS,S-PROBE,inplace,R2,R3,nu_max,CUT50,30,0.2337,0.1947,0.0,0.039,0.1947,True,True,0.667,0.2,RIGHT
TRANS,S-PROBE,inplace,R2,R3,nu_max,FREEZE,30,0.2337,0.1947,0.0,0.039,0.1947,True,True,0.667,0.2,RIGHT
TRANS,S-PROBE,inplace,R2,R3,swap_sharp,LERP,30,0.2975,0.2993,0.153,-0.0018,0.1462,False,False,0.4,0.012,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,inplace,R2,R3,swap_sharp,CUT50,30,0.2975,0.2993,1.0,-0.0018,-0.7007,True,True,0.6,0.003,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,inplace,R2,R3,swap_sharp,FREEZE,30,0.2975,0.2993,1.0,-0.0018,-0.7007,True,True,0.6,0.003,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,inplace,R2,R3,local_at_peak,LERP,30,0.0467,0.0167,0.0,0.03,0.0167,True,True,0.367,1.8,negligible(|def-N|<0.02)
TRANS,S-PROBE,inplace,R2,R3,local_at_peak,CUT50,30,0.0467,0.0167,0.3817,0.03,-0.365,False,False,0.4,0.082,WRONG
TRANS,S-PROBE,inplace,R2,R3,local_at_peak,FREEZE,30,0.0467,0.0167,0.3817,0.03,-0.365,False,False,0.4,0.082,WRONG
TRANS,S-PROBE,inplace,R2,R3,trans_mean,LERP,30,0.0606,0.0609,0.0581,-0.0003,0.0028,False,False,0.233,0.097,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,inplace,R2,R3,trans_mean,CUT50,30,0.0606,0.0609,0.059,-0.0003,0.0019,False,False,0.333,0.141,no-gap(|ref-def|<0.02)
TRANS,S-PROBE,inplace,R2,R3,trans_mean,FREEZE,30,0.0606,0.0609,0.0595,-0.0003,0.0014,False,False,0.3,0.188,no-gap(|ref-def|<0.02)
