group,cls,clip_id,gini,offline,DR
S-PROBE:R3:high,water_element_4,probe_r3__P12H__s44,0.8571895063841406,0.2150337402258327,0.18030503927691155
S-PROBE:R3:high,northern_lights_0,probe_r3__P13H__s42,0.7823044506713939,0.23514288461002097,0.16500085902093836
S-PROBE:R3:high,northern_lights_0,probe_r3__P13H__s43,0.8058672301875083,0.26400003388306925,0.19331619136793715
S-PROBE:R3:high,northern_lights_0,probe_r3__P13H__s44,0.8797257833934009,0.18969657018727085,0.15701729849834295
S-PROBE:R3:high,fire_element_2,probe_r3__P14H__s42,0.8715033984031055,0.19323548191950082,0.18858548696592975
S-PROBE:R3:high,fire_element_2,probe_r3__P14H__s43,0.8987681418223343,0.1976641399947559,0.18486991993000818
S-PROBE:R3:high,fire_element_2,probe_r3__P14H__s44,0.7960523643506463,0.26960152242370355,0.1627112989125666
S-PROBE:R3:high,fire_element_3,probe_r3__P15H__s42,0.8653948654756514,0.20540363226678687,0.2000823192929943
S-PROBE:R3:high,fire_element_3,probe_r3__P15H__s43,0.8757283182175941,0.23893602227202923,0.1778281138228483
S-PROBE:R3:high,fire_element_3,probe_r3__P15H__s44,0.9028461856370411,0.18995620889735065,0.15632981778500765
S-PROBE:R3:high,color_rain_2,probe_r3__P16H__s42,0.8740224387911499,0.1521680806393952,0.06884271460116248
S-PROBE:R3:high,color_rain_2,probe_r3__P16H__s43,0.8584281402559188,0.2748520030524991,0.2612710181916814
