group,cls,clip_id,gini,offline,DR,d_frames,fit_rmse,lerp_rmse,gap_rel
GT:all-two-sided,firelava,GT__firelava_0,0.5647760851081378,1.24585429356711,1.5253852902617433,80.0,0.1756417264782752,0.1767440398287932,0.9241471941287692
GT:all-two-sided,firelava,GT__firelava_1,0.5750328299002552,0.381467430930926,0.408330270023368,80.0,0.0800497300773123,0.1210001703537648,0.9826666716283264
GT:all-two-sided,firelava,GT__firelava_2,0.4622837455108635,0.6290880633269699,0.7118645737675884,104.0,0.1278919819164592,0.1808945634969272,0.6301576032014851
GT:all-two-sided,firelava,GT__firelava_3,0.5014707483592435,0.6033145457094596,0.7290544850781342,80.0,0.0594791924535211,0.1402562949535879,0.679651719723774
GT:all-two-sided,firelava,GT__firelava_4,0.4833439148962988,0.5309671991536581,0.61579304361312,64.0,0.0498599465318422,0.1111259639817531,0.9565752507295574
GT:all-two-sided,firelava,GT__firelava_5,0.3966390212866961,0.6143457258314464,0.6788117286669924,104.0,0.1420835026702046,0.1828475160272639,0.8146483615380182
GT:all-two-sided,flame,GT__flame_transition_0,0.6527354897615074,0.7180719523658106,0.5289789565773979,32.0,0.0458053069115584,0.2321321401739643,0.5875667712734156
GT:all-two-sided,flame,GT__flame_transition_1,0.6518036293330156,0.505879840970388,0.3678241365819638,32.0,0.0574797501388371,0.167535409564849,0.7118374684818752
GT:all-two-sided,flame,GT__flame_transition_2,0.6577500729952614,0.7177172836545263,0.5289460060114521,32.0,0.0454166614491018,0.2311370163173507,0.5894822774766689
GT:all-two-sided,flame,GT__flame_transition_3,0.6502422262827656,0.5064989110758107,0.3682979510767255,32.0,0.0575645571532206,0.1673923767056334,0.7142511777471147
GT:all-two-sided,flame,GT__flame_transition_4,0.6535633876666025,0.719031073480519,0.5305599122858429,32.0,0.0456145584615566,0.2314845058039815,0.5897142297286181
GT:all-two-sided,flying_cam_transition,GT__flying_cam_transition_0,0.679945715307704,0.6542926295669544,0.6130531630318123,24.0,0.0968000629214632,0.1912080381684073,0.4973487984686313
GT:all-two-sided,flying_cam_transition,GT__flying_cam_transition_1,0.6974657485217621,0.5073495926922521,0.5575047848930029,80.0,0.1220841933745227,0.2476470624113692,0.6455074836532496
GT:all-two-sided,flying_cam_transition,GT__flying_cam_transition_2,0.4259633361549064,0.4804920935220641,0.5124373469497653,80.0,0.0569299579005248,0.1105898347229453,0.7891213650169734
GT:all-two-sided,flying_cam_transition,GT__flying_cam_transition_3,0.685915033544668,0.2630440579062109,0.2354233811876356,16.0,0.0588414157745468,0.4402571134308966,1.0989605843944303
GT:all-two-sided,flying_cam_transition,GT__flying_cam_transition_4,0.5765738244507521,0.5209486287085483,0.6044120348316062,32.0,0.1902121442276315,0.2111405851011885,1.10375064792186
GT:all-two-sided,giant_grab,GT__giant_grab_0,0.6143082029639388,0.5727133515730416,0.6190395962803854,104.0,0.142894664019529,0.142894664019529,0.4929923755244473
