group,cls,clip_id,gini,offline,DR,d_frames,fit_rmse,lerp_rmse,gap_rel
GT:all-two-sided,giant_grab,GT__giant_grab_1,0.6519164311859849,0.527587609602058,0.5244035321852472,80.0,0.0884588656413779,0.1123711416445067,0.2867192057638924
GT:all-two-sided,giant_grab,GT__giant_grab_2,0.7147033803633556,0.553217649651595,0.5468170019940128,80.0,0.0970205002111546,0.1311630297686017,0.5139770956806031
GT:all-two-sided,giant_grab,GT__giant_grab_3,0.6118840219680939,0.6202129689867123,0.6209670706845858,48.0,0.136716667488517,0.1935256862449763,0.3504103109776645
GT:all-two-sided,giant_grab,GT__giant_grab_4,0.5752036460982572,0.5208554184506838,0.4983256752369632,104.0,0.1001781792785457,0.1001781792785457,0.4107464046885085
GT:all-two-sided,giant_grab,GT__giant_grab_5,0.6156110742491838,0.5730685756917029,0.6181913222708157,104.0,0.1430058261965921,0.1430058261965921,0.4975004106007271
GT:all-two-sided,hero_flight,GT__hero_flight_0,0.6348090485174207,0.6840876152221557,0.7611858002969003,104.0,0.0999237795417729,0.1065282653442981,0.607586314932824
GT:all-two-sided,hero_flight,GT__hero_flight_1,0.6955058659373898,0.5984042750303268,0.5956269065621145,104.0,0.1324072792495403,0.1974293066613547,0.7391166483863573
GT:all-two-sided,hero_flight,GT__hero_flight_2,0.8082859322532958,0.4105323679205087,0.3296339865977319,80.0,0.1049089890953309,0.126650412444857,0.9563480536697816
GT:all-two-sided,hero_flight,GT__hero_flight_3,0.6568234141098133,0.5480265508500428,0.6633802107603486,80.0,0.1174107428797993,0.1514090010447602,0.6860734136736034
GT:all-two-sided,hero_flight,GT__hero_flight_4,0.6421672448800009,0.4156420071017974,0.4979276452864054,80.0,0.0860745471284884,0.1104737477798093,0.7457897095210613
GT:all-two-sided,hero_flight,GT__hero_flight_5,0.679228024657196,0.5335276110850538,0.5334102509872071,104.0,0.1059341712989396,0.1300010482786701,0.6685853791481918
GT:all-two-sided,hero_flight,GT__hero_flight_6,0.5948828802012538,0.5774380348834163,0.578389065280731,80.0,0.1153158085621882,0.124266538450503,0.7196506698472988
GT:all-two-sided,hero_flight,GT__hero_flight_7,0.579134252588734,0.7345606715040256,0.699969091631502,104.0,0.0852184542524063,0.0852184542524063,0.6292561620213211
GT:all-two-sided,hero_flight,GT__hero_flight_8,0.6000689160517598,0.32762529154214,0.3273031474240351,48.0,0.095198461202313,0.1645552075093023,1.1193864175508208
GT:all-two-sided,hero_flight,GT__hero_flight_9,0.610639066593236,0.5243688840689003,0.53817033195186,104.0,0.0938505619503277,0.0938505619503277,0.7593567525251751
GT:all-two-sided,hole_transition,GT__hole_transition_0,0.395084688252072,0.5320299940828678,0.6110823412068643,104.0,0.0618240860703621,0.0676761709992613,1.1180083476449678
GT:all-two-sided,hole_transition,GT__hole_transition_1,0.3897224628120743,0.5392399352017535,0.609490898905913,80.0,0.0652663650465434,0.0832023094453702,0.7942167953722128
GT:all-two-sided,jump_transition,GT__jump_transition_1,0.5750726613847215,0.3847478935392631,0.3697268868962828,64.0,0.0644003331136194,0.1450602694875884,0.9257528939835248
GT:all-two-sided,melt_transition,GT__melt_transition_0,0.6960946761091737,0.2932454387649366,0.2782398192405683,32.0,0.0517484154268357,0.1862851425084779,0.9888094943238478
GT:all-two-sided,melt_transition,GT__melt_transition_1,0.5318771849844819,0.4991066342628618,0.5208356364001613,80.0,0.0829436253432014,0.1090690369568495,0.7352009033659408
GT:all-two-sided,melt_transition,GT__melt_transition_2,0.5843442353918302,0.339227468616021,0.2813970254224772,48.0,0.0223909837850365,0.1561889912473826,0.7599183198973652
GT:all-two-sided,melt_transition,GT__melt_transition_3,0.695577358316906,0.2941020329083481,0.2795838314356884,32.0,0.0517690762536965,0.186193264525548,0.983437616134808
GT:all-two-sided,melt_transition,GT__melt_transition_4,0.6943293466694225,0.2217076760472306,0.1401702925728239,32.0,0.0312925458110506,0.2125239154181646,0.7775649414786594
GT:all-two-sided,raven_transition,GT__raven_transition_0,0.4735654180129782,0.460063290454591,0.4081937906734398,104.0,0.1396351568309362,0.1525711220084379,1.0614764985339369
GT:all-two-sided,raven_transition,GT__raven_transition_1,0.5792705727965446,0.4933691409534958,0.5969350171038117,80.0,0.0851618669728059,0.1278014560935761,0.8432251855199508
GT:all-two-sided,raven_transition,GT__raven_transition_2,0.4623772993356771,0.4386987396073187,0.4919121291382267,104.0,0.0601328382179631,0.0601328382179631,1.0046964644380214
GT:all-two-sided,raven_transition,GT__raven_transition_3,0.4461355383287078,0.7014992147000044,0.746562080577023,24.0,0.0736039994463136,0.223048333210976,0.723728315564238
GT:all-two-sided,seamless_transition,GT__seamless_transition_0,0.5403930189679156,0.3200775642520482,0.3272067719130663,64.0,0.049909649069067,0.1325532333476314,1.2469670565529354
GT:all-two-sided,shadow_smoke,GT__shadow_smoke_0,0.5267156959124273,0.8370639598517549,0.9533691525707072,104.0,0.0750367545093632,0.0750367545093632,0.5626088676948364
GT:all-two-sided,shadow_smoke,GT__shadow_smoke_1,0.4023213439389432,0.689813743854076,0.7405859358958211,48.0,0.0739591951305663,0.3023214784783987,0.6526439574323611
GT:all-two-sided,shadow_smoke,GT__shadow_smoke_2,0.5487697715519364,0.4782783260247403,0.5589982259577643,80.0,0.0597718310921531,0.123540419026633,0.8247689001188797
GT:all-two-sided,shadow_smoke,GT__shadow_smoke_3,0.4113936893829399,0.6274807591729552,0.7077126265549047,104.0,0.0597148685138237,0.0625021534452906,0.7210483019633777
GT:all-two-sided,shadow_smoke,GT__shadow_smoke_4,0.4461121918452722,0.6757858631493795,0.8634305520051848,104.0,0.1399734676868649,0.1399734676868649,0.6307061793549381
GT:all-two-sided,shadow_smoke,GT__shadow_smoke_5,0.5240041601080812,0.6476637266844562,0.7147209009778711,104.0,0.1167323616783943,0.1167323616783943,0.6680282274346491
GT:all-two-sided,shadow_smoke,GT__shadow_smoke_6,0.5425903370117275,0.5316757860522132,0.5958112459274222,80.0,0.0630964993771204,0.0955609766619218,0.7128972240773453
GT:all-two-sided,shadow_smoke,GT__shadow_smoke_7,0.4080679375033289,0.6331601321694933,0.6320541973910813,104.0,0.0625993982356542,0.0625993982356542,0.9132414885369954
GT:all-two-sided,shadow_smoke,GT__shadow_smoke_8,0.5137626097029571,0.5610700942306933,0.6173561622912077,104.0,0.1108516843501472,0.1108516843501472,0.6663620675950417
GT:all-two-sided,shadow_smoke,GT__shadow_smoke_9,0.5599295301263334,0.3706545752533189,0.4072996552171324,48.0,0.0416255419637422,0.1957893198435299,1.1715901185719884
