space,group,key,s0,d_frames,rmse_fit,rmse_lerp,rmse_cut,rho_mean,rho_at_cross,nu_mean
DINO,S-GRID:GT,GT__display_transition_1,0.235,64.0,0.0416563489109636,0.1319876928426846,0.2004390787580159,0.3962282226808241,0.8063885354066046,0.4258394312485354
DINO,S-GRID:GT,GT__earth_wave_3,0.085,80.0,0.0631566691273636,0.0666566442013564,0.2828458247735513,0.6288541727791814,0.93159656638428,0.6753359561398248
DINO,S-GRID:GT,GT__earth_wave_5,0.0,104.0,0.0769850878033728,0.0769850878033728,0.2918985449947259,0.6752192146368883,0.9795236121554576,0.7237630367883289
DINO,S-GRID:GT,GT__firelava_4,0.0,104.0,0.0728771334622517,0.0728771334622517,0.3007521287308774,0.6504401372187479,1.0487327095374506,0.7031002278582524
DINO,S-GRID:GT,GT__flame_transition_2,0.06,80.0,0.0360682811908316,0.1043587944005462,0.2270459221396096,0.5362633944904837,1.1170149198910269,0.5672552355517685
DINO,S-GRID:GT,GT__flame_transition_3,0.155,64.0,0.0671170208362005,0.1283859576347364,0.1755244309819246,0.4750333105906019,0.8909608800217977,0.49687020796963
DINO,S-GRID:GT,GT__flying_cam_transition_4,0.045,80.0,0.0558442884318741,0.1120933378505631,0.2413645534074286,0.5098003513372159,0.8245642500067423,0.5506657705702783
DINO,S-GRID:GT,GT__giant_grab_3,0.0,64.0,0.0729127698239943,0.1964523391729111,0.2537393753465822,0.5114204422126883,0.6638224216102266,0.5612361407117081
DINO,S-GRID:GT,GT__giant_grab_5,0.245,48.0,0.0700035378744524,0.1351635628032004,0.1676320372735026,0.3888975493422797,0.5944893974277556,0.4157957463227703
DINO,S-GRID:GT,GT__hero_flight_1,0.0,104.0,0.1185353968094736,0.1185353968094736,0.3220749586074991,0.6086170966459907,0.721775017961922,0.682570571395993
DINO,S-GRID:GT,GT__hero_flight_5,0.055,64.0,0.0855783680767593,0.1747746411748301,0.1829471539675227,0.4498057758399154,0.674205264554054,0.4776445072465463
DINO,S-GRID:GT,GT__hero_flight_6,0.01,64.0,0.1420350615946098,0.2012893170176697,0.1849583851345274,0.6024843293211462,0.7386261740948826,0.6281172104935645
DINO,S-GRID:GT,GT__melt_transition_2,0.475,16.0,0.0391501578454672,0.2194774899557076,0.093439070910521,0.2460787390256039,0.6816891579087816,0.2563657640355171
DINO,S-GRID:GT,GT__raven_transition_2,0.055,80.0,0.1068971917446489,0.1121266803601913,0.2432860414572936,0.601918087535307,0.7129690292271873,0.6431422180660382
DINO,S-GRID:GT,GT__shadow_smoke_0,0.065,80.0,0.03841542772053,0.0888351249429697,0.2564590425634434,0.5062265158950567,0.8456243944890764,0.5515805003140033
DINO,S-GRID:GT,GT__shadow_smoke_2,0.0,64.0,0.0718254537359834,0.2245130344962725,0.2082108077375515,0.4419545631603588,0.7474173021315673,0.4763495697901475
DINO,S-GRID:GT,GT__shadow_smoke_7,0.0,80.0,0.0812145069308406,0.1445404415340984,0.2649810647664759,0.5679888200524309,0.9088054075929868,0.6114629335847279
DINO,S-GRID:GT,GT__water_bending_3,0.0,104.0,0.0785316890804019,0.0785316890804019,0.3324743143090107,0.6390822237404253,0.9122482656505326,0.7078284770634831
DINO,S-SWEEP:A_empty,sweep__class1__blackswan__mallard-water__A_empty__s42,0.5750000000000001,32.0,0.0827794079895938,0.2543694948271432,0.1504030600697272,0.445803562780081,0.7549718047204644,0.4657659121680915
DINO,S-SWEEP:A_word,sweep__class1__blackswan__mallard-water__A_word__s42,0.585,32.0,0.0655864855736852,0.2790924927851224,0.144176006090048,0.399871535237433,0.7449383806315926,0.4175182343704077
DINO,S-SWEEP:A_empty,sweep__class2__mallard-fly__mallard-water__A_empty__s42,0.005,48.0,0.1198137543034623,0.2274485261824541,0.2287717291964544,0.507588331516558,0.7058125871862194,0.5532335889319222
DINO,S-SWEEP:A_word,sweep__class2__mallard-fly__mallard-water__A_word__s42,0.0,64.0,0.094952389829763,0.2268484135371375,0.2201591939005204,0.5144939488114418,0.6213318602653182,0.5538585835292459
DINO,S-SWEEP:A_empty,sweep__class2__motocross-bumps__motocross-jump__A_empty__s42,0.285,104.0,0.2732796460316681,0.3291445071764023,0.3034667120966609,0.7884629224404516,0.6931620420256136,0.848452781874544
DINO,S-SWEEP:A_word,sweep__class2__motocross-bumps__motocross-jump__A_word__s42,0.225,104.0,0.2654706226548851,0.3044231781817678,0.3202267403042394,0.7758779334258223,0.5369315118491549,0.8427253063595209
DINO,S-SWEEP:A_empty,sweep__class2__paragliding-launch__paragliding__A_empty__s42,0.425,64.0,0.1557222605687443,0.2349251346321028,0.23898221851373,0.5372365971354433,0.689564881111538,0.5838027722675853
DINO,S-SWEEP:A_word,sweep__class2__paragliding-launch__paragliding__A_word__s42,0.055,104.0,0.1277174288087973,0.1376081873738947,0.2965446687048311,0.5326508278784814,0.6956680314739193,0.6028058097067734
DINO,S-SWEEP:A_empty,sweep__class5__breakdance-flare__breakdance__A_empty__s42,0.04,2.0,0.0881260672337774,0.4606439158245886,0.0910044243889694,0.4379180652322261,0.5467371457817136,0.447462134949806
DINO,S-SWEEP:A_word,sweep__class5__breakdance-flare__breakdance__A_word__s42,0.035,3.0,0.0528237618206713,0.4967317030154366,0.064727694828907,0.3875704112256302,0.4209208101782576,0.3924718753538961
DINO,S-SWEEP:A_empty,sweep__class5__car-roundabout__bus__A_empty__s42,0.135,80.0,0.0782672205154937,0.0862504366188942,0.2883713362369469,0.5188047317106256,0.8151379380631012,0.5740802026709855
DINO,S-SWEEP:A_word,sweep__class5__car-roundabout__bus__A_word__s42,0.185,80.0,0.0988844730195108,0.1205760083862791,0.2746956634196039,0.5290514356903351,0.755904877917083,0.5777243952076498
DINO,S-SWEEP:A_empty,sweep__class5__car-turn__car-shadow__A_empty__s42,0.0,104.0,0.1290529335910542,0.1290529335910542,0.3210610078910983,0.6493752856719034,0.8246308913119416,0.7184492814559422
DINO,S-SWEEP:A_word,sweep__class5__car-turn__car-shadow__A_word__s42,0.0,80.0,0.1246958022446119,0.1403295562768831,0.3097476104805808,0.6397295219172804,0.8321697434954614,0.7051710597646191
DINO,S-SWEEP:A_empty,sweep__class5__lucia__hike__A_empty__s42,0.64,5.0,0.0872772771653041,0.2401099302830893,0.104779822930761,0.3951987150706648,0.3993461580482279,0.4057941703336061
DINO,S-SWEEP:A_word,sweep__class5__lucia__hike__A_word__s42,0.6,16.0,0.1153134897202005,0.2158417277812519,0.1322593223893866,0.4385110294941439,0.6267021088052374,0.4564608318645105
DINO,S-SWEEP:A_empty,sweep__class6__longboard__kite-surf__A_empty__s42,0.36,12.0,0.097209522973083,0.2062109634683173,0.1089342011563997,0.4040850399162128,0.5874827112027833,0.4161076495549819
DINO,S-SWEEP:A_word,sweep__class6__longboard__kite-surf__A_word__s42,0.5750000000000001,3.0,0.073605101772258,0.229123554491832,0.0864756816172204,0.3579081256714246,0.4458751248920974,0.3652497708839299
DINO,S-SWEEP:A_empty,sweep__class8__blackswan__boat__A_empty__s42,0.64,24.0,0.0519494940980526,0.3244420768529938,0.1427438873660527,0.2562754969532125,0.8196610285874685,0.2720554902463464
DINO,S-SWEEP:A_word,sweep__class8__blackswan__boat__A_word__s42,0.64,24.0,0.0441577105673892,0.3296647092062178,0.1363959456100919,0.2469145458734767,0.8439856981822823,0.2618396705415997
PIX,S-PROBE:R1:high,probe__P01H__wireframe_7__s42,0.275,32.0,0.10132106919358913,0.2040336921301512,0.12166460386463573,0.2708892084465806,0.32928344749515115,0.2904212185023818
PIX,S-PROBE:R2:high,probe_r2__P01H__s42,0.185,48.0,0.10196353120182812,0.19787370166698734,0.16486395303078072,0.2727953926865755,0.5680036495212222,0.30366362969286476
PIX,S-PROBE:R3:high,probe_r3__P01H__s42,0.21,16.0,0.019309468065679982,0.30894820700048337,0.08884490441973394,0.19508385783850465,0.4878305746555965,0.20732617461390754
PIX,S-PROBE:R1:high,probe__P01H__wireframe_7__s43,0.155,64.0,0.08393698585850021,0.12072730033677315,0.18870686265650993,0.35739399472453415,0.38391150183680905,0.3994409395526279
PIX,S-PROBE:R2:high,probe_r2__P01H__s43,0.16,48.0,0.06521340712131608,0.15758474033649575,0.17402638927278688,0.345146108336443,0.4141384015995978,0.3814741492089018
PIX,S-PROBE:R3:high,probe_r3__P01H__s43,0.025,16.0,0.11681275420555626,0.3711805552675277,0.14536047865483182,0.3737272913561514,0.6230762780613605,0.3954535145188463
PIX,S-PROBE:R1:high,probe__P01H__wireframe_7__s44,0.185,48.0,0.06935201317245666,0.1873544431475591,0.15634880641822993,0.2657454057799429,0.4303500514945338,0.295797097312915
PIX,S-PROBE:R2:high,probe_r2__P01H__s44,0.355,24.0,0.0755100294639516,0.19973502386634892,0.12889007050985526,0.23470169412935296,0.4602260447965642,0.25530233831994203
PIX,S-PROBE:R3:high,probe_r3__P01H__s44,0.17500000000000002,16.0,0.04704728358754322,0.3304334627101472,0.10146650591516757,0.2766380868000046,0.7700815329333118,0.28443195967215446
PIX,S-PROBE:R1:high,probe__P02H__super_fast_run_10__s42,0.075,32.0,0.12367354281499025,0.28641110516190693,0.1406521047282751,0.3167243057859294,0.4350130243342604,0.3397437787068713
PIX,S-PROBE:R2:high,probe_r2__P02H__s42,0.0,80.0,0.11425034755574748,0.16641754399402212,0.26120725591265875,0.318756126782643,0.4691767569823831,0.3886575144448781
PIX,S-PROBE:R3:high,probe_r3__P02H__s42,0.17500000000000002,2.0,0.07441437739333247,0.34879882013002084,0.07707813764368832,0.2650811578413471,0.3849510230998779,0.2738542794235012
PIX,S-PROBE:R1:high,probe__P02H__super_fast_run_10__s43,0.0,64.0,0.0766062092995875,0.22857045200514292,0.23934270817539802,0.37529661173690043,0.6075959455921015,0.42335089536807047
PIX,S-PROBE:R2:high,probe_r2__P02H__s43,0.065,24.0,0.0762329116539103,0.32888389902589127,0.1495980398010844,0.3571793614811281,0.48461686236154433,0.3817400510768278
PIX,S-PROBE:R3:high,probe_r3__P02H__s43,0.07,12.0,0.06811360095466296,0.388622095633131,0.10063971127751002,0.327667844883368,0.6360582297913061,0.3404824525461351
PIX,S-PROBE:R1:high,probe__P02H__super_fast_run_10__s44,0.12,48.0,0.0442447425428829,0.2110868367955062,0.1636268657096927,0.36436203607066103,0.5073472800421048,0.3896058776900023
PIX,S-PROBE:R2:high,probe_r2__P02H__s44,0.005,64.0,0.03744421881601625,0.20640685660045435,0.2038244858421383,0.3766158404104751,0.5018918445124579,0.4169376343075704
PIX,S-PROBE:R3:high,probe_r3__P02H__s44,0.155,16.0,0.062046976872851434,0.315726248011282,0.1130267247937429,0.30982615614741604,0.6384543272451093,0.3250207378074201
PIX,S-PROBE:R1:high,probe__P03H__portal_1__s42,0.055,80.0,0.08076169712723323,0.10032915136781788,0.28461555023862367,0.43134333004380876,0.6333522895401413,0.5010815760801952
PIX,S-PROBE:R2:high,probe_r2__P03H__s42,0.135,80.0,0.0702510765503142,0.09204149425055802,0.26440145021149375,0.38751631633123645,0.6090399958871774,0.4495585916573312
PIX,S-PROBE:R3:high,probe_r3__P03H__s42,0.26,5.0,0.04384837380086723,0.31098295352827643,0.05261963130665831,0.24639427030950165,0.49647553311889314,0.2510410284190673
PIX,S-PROBE:R1:high,probe__P03H__portal_1__s43,0.055,80.0,0.09541595331046941,0.13400746403697555,0.21591176717242913,0.3927263731046686,0.6539391539452359,0.43090508186629567
PIX,S-PROBE:R2:high,probe_r2__P03H__s43,0.125,80.0,0.057336899616180194,0.10031887427865921,0.25457395836579766,0.3875928514488815,0.7709029959074373,0.43547891795566745
PIX,S-PROBE:R3:high,probe_r3__P03H__s43,0.56,12.0,0.04531690295974577,0.2642714698782092,0.08129418045715,0.15868791435709947,0.5134537323533213,0.16932861879287128
PIX,S-PROBE:R1:high,probe__P03H__portal_1__s44,0.11,32.0,0.1508186913126448,0.2277252848603527,0.1783327786305116,0.47723971338699916,0.7460935675553596,0.5038614253859407
PIX,S-PROBE:R2:high,probe_r2__P03H__s44,0.11,80.0,0.06907857689772891,0.10075493892592725,0.27493916651271866,0.3815914363498159,0.6466231051338346,0.439851014757977
PIX,S-PROBE:R3:high,probe_r3__P03H__s44,0.385,24.0,0.04714219594776315,0.21149998802060554,0.11285033812358691,0.16784494342531692,0.5816780839655297,0.18303096214542128
PIX,S-PROBE:R1:high,probe__P04H__portal_10__s42,0.115,32.0,0.11526618641490803,0.2614708605787673,0.14224295243549206,0.4742856682610555,0.596194015602588,0.4942846598470073
PIX,S-PROBE:R2:high,probe_r2__P04H__s42,0.01,48.0,0.1130111188199454,0.26383470254580366,0.1604899976655105,0.3982153495334932,0.4569405093955642,0.4265574161078841
PIX,S-PROBE:R3:high,probe_r3__P04H__s42,0.2,16.0,0.11106155971177505,0.2505144156206837,0.1305540227965781,0.3710005877938688,0.4750581971268265,0.3946330015876699
PIX,S-PROBE:R1:high,probe__P04H__portal_10__s43,0.0,80.0,0.10960840063765577,0.13192315050316367,0.2970377711199767,0.6065200012580911,0.8241700621818188,0.6673410357546855
PIX,S-PROBE:R2:high,probe_r2__P04H__s43,0.0,104.0,0.12564399135589388,0.12564399135589388,0.228256625568463,0.5163389429658575,0.5927893640011495,0.5622794865957472
PIX,S-PROBE:R3:high,probe_r3__P04H__s43,0.0,16.0,0.20561208331545625,0.3256779889734946,0.21797474522278146,0.4969589064093333,0.7370572058114693,0.5398518623141232
PIX,S-PROBE:R1:high,probe__P04H__portal_10__s44,0.0,104.0,0.1306320029680378,0.1306320029680378,0.32437499518851426,0.8228746054567017,1.2273204906270565,0.8765567744423018
PIX,S-PROBE:R2:high,probe_r2__P04H__s44,0.0,104.0,0.10584885112596681,0.10584885112596681,0.3524538003730969,0.7359695322191755,0.9922247561572259,0.8045977421572339
PIX,S-PROBE:R3:high,probe_r3__P04H__s44,0.0,104.0,0.14585986613888482,0.14585986613888482,0.3647838872590122,0.7245015574262272,0.9789974776709773,0.7998592972286352
PIX,S-PROBE:R1:high,probe__P05H__explosion_1__s42,0.0,104.0,0.1376287850316844,0.1376287850316844,0.28423236845546257,0.5871372652414971,0.7340158669212808,0.6392023312269205
PIX,S-PROBE:R2:high,probe_r2__P05H__s42,0.0,104.0,0.20127710257413103,0.20127710257413103,0.28017748234086015,0.6279716981058261,0.8243454747323529,0.6558659763901343
PIX,S-PROBE:R3:high,probe_r3__P05H__s42,0.11,48.0,0.037603270750156764,0.22592789368720134,0.16664794464995492,0.2037414019881016,0.29490841255270445,0.24582548652301284
PIX,S-PROBE:R1:high,probe__P05H__explosion_1__s43,0.0,80.0,0.14651804015245068,0.18370046829281855,0.3222825235662393,0.594789437783723,1.211831153548548,0.6516144561205296
PIX,S-PROBE:R2:high,probe_r2__P05H__s43,0.0,80.0,0.13413563769538103,0.18879220435619076,0.30371955975726384,0.5664804020581233,1.164621660082734,0.6195049105584957
PIX,S-PROBE:R3:high,probe_r3__P05H__s43,0.22,8.0,0.03393503654083899,0.36193912133587186,0.06700833081093546,0.1474384948001958,0.7333673417450902,0.1496216136420512
PIX,S-PROBE:R1:high,probe__P05H__explosion_1__s44,0.0,104.0,0.19928315119769954,0.19928315119769954,0.3566022773008957,0.6628862506440382,1.0551409588049618,0.7467771053145499
PIX,S-PROBE:R2:high,probe_r2__P05H__s44,0.0,64.0,0.1601779808212367,0.2328524726337815,0.26159430548668605,0.5627745456469659,1.0937396743410885,0.5996611652906457
PIX,S-PROBE:R3:high,probe_r3__P05H__s44,0.225,8.0,0.03465698692252367,0.3436243129697423,0.06690743269574172,0.26967829676756816,1.645799208488516,0.2720337868214624
PIX,S-PROBE:R1:high,probe__P06H__explosion_0__s42,0.01,48.0,0.05686397501907315,0.2726650095033287,0.20650571120618888,0.218602541471895,0.38523974604099287,0.27526760442695797
PIX,S-PROBE:R2:high,probe_r2__P06H__s42,0.0,24.0,0.1834481404243327,0.3753864013812408,0.1998650778060649,0.24547851814252308,0.4524034947128802,0.29201742426585203
PIX,S-PROBE:R3:high,probe_r3__P06H__s42,0.065,0.5,0.018431863576358346,0.4971653050717561,0.018431863576358346,0.10308852153062299,0.12887539723977817,0.10379706605158608
PIX,S-PROBE:R1:high,probe__P06H__explosion_0__s43,0.095,24.0,0.04261952453250667,0.36663582752173635,0.12810460885459582,0.2210038955714933,0.557588535226209,0.23674631810126612
PIX,S-PROBE:R2:high,probe_r2__P06H__s43,0.195,12.0,0.03729265851046362,0.34035642066816235,0.09355545562421234,0.208920255666275,0.432974077282561,0.2188243567827946
PIX,S-PROBE:R3:high,probe_r3__P06H__s43,0.225,8.0,0.030336731589349818,0.34107334296343794,0.0729751619747324,0.1942621363973895,0.2848751818821466,0.20188991822816146
PIX,S-PROBE:R1:high,probe__P06H__explosion_0__s44,0.015,24.0,0.048836656868879676,0.45245792692622805,0.12635398243898002,0.2543738235333821,0.5206829233345112,0.27481189522051397
PIX,S-PROBE:R2:high,probe_r2__P06H__s44,0.045,16.0,0.050889199396377094,0.4581665283547441,0.09682204266267229,0.2618316905257525,0.5196560121277007,0.27487643814857265
PIX,S-PROBE:R3:high,probe_r3__P06H__s44,0.055,16.0,0.03759122913232832,0.41438257625166447,0.07908449582908646,0.18290977628795038,0.4833481773479568,0.19378791922074523
PIX,S-PROBE:R1:high,probe__P07H__plasma_explosion_2__s42,0.14,24.0,0.071661371729446,0.2968980338245559,0.1356472850926763,0.3813708052381048,0.694513738006944,0.4004888813154557
PIX,S-PROBE:R2:high,probe_r2__P07H__s42,0.165,24.0,0.06652897073777087,0.27232503466281904,0.11665009060147036,0.37730195044067094,0.8292519318619427,0.39170969441067305
PIX,S-PROBE:R3:high,probe_r3__P07H__s42,0.27,12.0,0.06066784842344777,0.25910294052964716,0.10159981331822193,0.2498462336417133,0.43386268782683973,0.263331237162264
PIX,S-PROBE:R1:high,probe__P07H__plasma_explosion_2__s43,0.03,48.0,0.05460210336498986,0.2551784613726736,0.18492401208685127,0.2235471348235146,0.29344979255599146,0.2741548418629718
PIX,S-PROBE:R2:high,probe_r2__P07H__s43,0.045,32.0,0.04651555608000874,0.3303996458206696,0.13046045893698294,0.2084850905117749,0.3441359498309242,0.23732244116632656
PIX,S-PROBE:R3:high,probe_r3__P07H__s43,0.15,16.0,0.04411647565458479,0.324772672335975,0.1016486268313741,0.21760342294485752,0.5849135619973335,0.23114847674327035
PIX,S-PROBE:R1:high,probe__P07H__plasma_explosion_2__s44,0.03,12.0,0.07524900940073015,0.5054915490659165,0.12427317567401501,0.5113978416085938,0.8388166280059544,0.5223942472570421
PIX,S-PROBE:R2:high,probe_r2__P07H__s44,0.025,16.0,0.044805080932902606,0.4532512375394055,0.10329267143835338,0.4498316909646597,0.7740062926133153,0.46037611301406006
PIX,S-PROBE:R3:high,probe_r3__P07H__s44,0.20500000000000002,12.0,0.059738827726630424,0.32748756487216346,0.10310333558777511,0.36027002371074046,1.0872055448307396,0.3699817197280005
PIX,S-PROBE:R1:high,probe__P08H__point_cloud_1__s42,0.0,16.0,0.12347264617204289,0.40056081279520134,0.14938302071347398,0.40141134606965384,0.6385445239856787,0.42453062228970706
PIX,S-PROBE:R2:high,probe_r2__P08H__s42,0.0,48.0,0.09262136354597127,0.3130275514441146,0.18129726486383674,0.38173869213757783,0.5527996489135011,0.41262395032374505
PIX,S-PROBE:R3:high,probe_r3__P08H__s42,0.005,24.0,0.10060686358454983,0.41289823736288556,0.150482221435481,0.33848066268366084,0.30915233138634346,0.35819006607785925
PIX,S-PROBE:R1:high,probe__P08H__point_cloud_1__s43,0.0,32.0,0.07647590236782106,0.3390097032617871,0.18380116526838935,0.3407231563445233,0.3981117067582895,0.37511752628037875
PIX,S-PROBE:R2:high,probe_r2__P08H__s43,0.0,48.0,0.09083043531379692,0.3439807659737412,0.17441605930403156,0.3324388877055884,0.6532754763943714,0.357280963524774
PIX,S-PROBE:R3:high,probe_r3__P08H__s43,0.035,32.0,0.08339926742993639,0.3544843627377882,0.16311765143554124,0.26114721529992696,0.6903991206380402,0.28485235101407874
PIX,S-PROBE:R1:high,probe__P08H__point_cloud_1__s44,0.0,48.0,0.09745646174598564,0.32038287570434687,0.21272739941228166,0.48838065554429483,0.8968948399286185,0.5173802295211869
PIX,S-PROBE:R2:high,probe_r2__P08H__s44,0.0,64.0,0.06836437849194642,0.23483675975485888,0.20503301979947766,0.42531412288625897,1.0277765015122031,0.448873322913494
PIX,S-PROBE:R3:high,probe_r3__P08H__s44,0.31,5.0,0.038324741215623015,0.30298575874134154,0.06653438432641992,0.20668747634224846,0.5909724826104723,0.21032770880543578
PIX,S-PROBE:R1:high,probe__P09H__point_cloud_0__s42,0.0,80.0,0.276589696380882,0.29083183115935674,0.3177679427819305,0.5113679990217674,0.591584290178323,0.5908687993777094
PIX,S-PROBE:R2:high,probe_r2__P09H__s42,0.0,0.5,0.05844986714335891,0.5111114658867368,0.05844986714335891,0.34568194299189126,0.5951161302974097,0.348809345993891
PIX,S-PROBE:R3:high,probe_r3__P09H__s42,0.0,3.0,0.04265246172304547,0.5383270494689516,0.059234060908187475,0.075285313553818,0.6141755785328564,0.07853372471167505
PIX,S-PROBE:R1:high,probe__P09H__point_cloud_0__s43,0.0,80.0,0.2432285824027064,0.253618952359413,0.3512835018568806,0.7354456096409736,0.9076832592727405,0.8036014911945715
PIX,S-PROBE:R2:high,probe_r2__P09H__s43,0.0,80.0,0.20790007890764764,0.22037299812509534,0.3924130915107151,0.70584010740594,1.0044915720412038,0.7826821225594417
PIX,S-PROBE:R3:high,probe_r3__P09H__s43,0.275,8.0,0.09529267544869328,0.24501516294300246,0.10304121195326299,0.28722502455327786,0.6042245473269252,0.30011103501111025
PIX,S-PROBE:R1:high,probe__P09H__point_cloud_0__s44,0.0,32.0,0.24314337592576704,0.2978711583093801,0.26529888991170836,0.503268441665603,0.5888828528264156,0.5612235850707641
PIX,S-PROBE:R2:high,probe_r2__P09H__s44,0.0,12.0,0.16106381750005314,0.382627838879302,0.16745477358319116,0.37287977767914865,0.6372713315246732,0.39852623182429137
PIX,S-PROBE:R3:high,probe_r3__P09H__s44,0.0,32.0,0.07065656316128686,0.40828060828787993,0.11942943209534171,0.18255275460330986,0.5968042700351284,0.1970306759741671
PIX,S-PROBE:R1:high,probe__P10H__monstrosity_0__s42,0.0,104.0,0.08519645984434028,0.08519645984434028,0.2932473565090695,1.2839841591021695,1.9245714300913286,1.3117702697833038
PIX,S-PROBE:R2:high,probe_r2__P10H__s42,0.005,80.0,0.06037777916953928,0.12055864194798714,0.26727394316011616,1.3467808670169525,1.9090678950700268,1.367627907692647
PIX,S-PROBE:R3:high,probe_r3__P10H__s42,0.06,48.0,0.03312471854765016,0.2351502389222054,0.18863220111220522,0.24990141738012736,0.35608715086734494,0.30153377761997496
PIX,S-PROBE:R1:high,probe__P10H__monstrosity_0__s43,0.0,64.0,0.10633934130643867,0.2023032208050901,0.2199690821991431,0.894072233575929,1.3402036659583862,0.9186013578816753
PIX,S-PROBE:R2:high,probe_r2__P10H__s43,0.045,48.0,0.0603093814522472,0.2564236296008817,0.16925672485080015,0.8148510380183192,1.2996235083981298,0.8294810380947623
PIX,S-PROBE:R3:high,probe_r3__P10H__s43,0.07,64.0,0.042152759714121815,0.15347081780486205,0.19612531512929252,0.36580610512495637,0.40003608136280344,0.4130283789141181
PIX,S-PROBE:R1:high,probe__P10H__monstrosity_0__s44,0.085,64.0,0.043368731900315385,0.13663872628390203,0.2160964201096018,0.8581468438556652,1.40509725638015,0.8784312139044136
PIX,S-PROBE:R2:high,probe_r2__P10H__s44,0.105,48.0,0.07866303941290587,0.25200526343668306,0.15400650382486847,0.9095916989033097,1.5272221099197474,0.9197179757589212
PIX,S-PROBE:R3:high,probe_r3__P10H__s44,0.28500000000000003,24.0,0.06835746200373516,0.2018675667793288,0.1212013773847577,0.37118490941490107,0.46799538607372787,0.3897558400787582
PIX,S-PROBE:R1:high,probe__P11H__water_element_3__s42,0.665,12.0,0.03441983694068312,0.35967370629402357,0.07157821808818947,0.24128143535883675,0.3982247350082334,0.2520998090427023
PIX,S-PROBE:R2:high,probe_r2__P11H__s42,0.54,24.0,0.053278545235778414,0.28291717490971563,0.13647639893785898,0.2586998817340627,0.3927293223913947,0.28247914662966694
PIX,S-PROBE:R3:high,probe_r3__P11H__s42,0.17,2.0,0.015540992393635234,0.4147849828668381,0.01561508176211183,0.11750047487229162,0.1979664282823842,0.11845903362239937
PIX,S-PROBE:R1:high,probe__P11H__water_element_3__s43,0.5750000000000001,24.0,0.05689587536343941,0.3345886479465514,0.12599400905213823,0.25347910523065825,0.2610111124660769,0.27963428565632925
PIX,S-PROBE:R2:high,probe_r2__P11H__s43,0.48,24.0,0.08138538691988341,0.29804157250585045,0.14735491303830614,0.3174604464834707,0.44383204929758246,0.34292295309627213
PIX,S-PROBE:R3:high,probe_r3__P11H__s43,0.15,32.0,0.01998595245398028,0.2809759299993349,0.13820080090228332,0.1875716598596516,0.46029629335455763,0.211465374350012
PIX,S-PROBE:R1:high,probe__P11H__water_element_3__s44,0.665,8.0,0.12029043669434296,0.4344665694445243,0.12935426539051184,0.31218483548489906,0.30301718145189255,0.3354293133500688
PIX,S-PROBE:R2:high,probe_r2__P11H__s44,0.515,16.0,0.11251546285156547,0.34478478581714406,0.15332228759121322,0.2656187986243497,0.23559791249725753,0.296425455175836
PIX,S-PROBE:R3:high,probe_r3__P11H__s44,0.305,8.0,0.022942755906892095,0.299692062572564,0.06650186267573806,0.11698256772014308,0.3405003068268647,0.12395416899550407
PIX,S-PROBE:R1:high,probe__P12H__water_element_4__s42,0.265,48.0,0.05269559278138162,0.12203880093402648,0.18760599800096955,0.41002214783844004,0.7096617950574025,0.4403933626290238
PIX,S-PROBE:R2:high,probe_r2__P12H__s42,0.39,32.0,0.048271434884635894,0.1725678984107494,0.15807257475922198,0.2739615729809847,0.6216574490825458,0.2989878210030155
PIX,S-PROBE:R3:high,probe_r3__P12H__s42,0.39,32.0,0.029942246665517668,0.19175646827318565,0.14096358990695046,0.19303116390123182,0.4090331923446216,0.22158068216531182
PIX,S-PROBE:R1:high,probe__P12H__water_element_4__s43,0.045,80.0,0.050743046572355434,0.10640103695990437,0.23679841376422836,0.40174230126839844,0.5807940158455773,0.45246420982298124
PIX,S-PROBE:R2:high,probe_r2__P12H__s43,0.08,64.0,0.06386413858410014,0.1366082784741672,0.21871600493760282,0.42421471051016413,0.5717260556040202,0.4679511375831651
PIX,S-PROBE:R3:high,probe_r3__P12H__s43,0.295,3.0,0.11458705301380528,0.2289496487259786,0.11753163260953489,0.37980633425065824,0.5637531111861204,0.394016707141719
PIX,S-PROBE:R1:high,probe__P12H__water_element_4__s44,0.19,64.0,0.02751702962047626,0.11805103943917078,0.19691972540993122,0.3888840195293368,0.651729266002689,0.4223245194905787
PIX,S-PROBE:R2:high,probe_r2__P12H__s44,0.215,64.0,0.026736328005089318,0.11404632909780071,0.20199644839986614,0.40088163111688796,0.6542129175317368,0.4351139846330246
PIX,S-PROBE:R3:high,probe_r3__P12H__s44,0.435,5.0,0.034810651909488344,0.24990142826320066,0.05029679445443712,0.20230575940960782,0.5591370729252616,0.20611215569479588
PIX,S-PROBE:R1:high,probe__P13H__northern_lights_0__s42,0.025,80.0,0.06888215333764332,0.1356237079886266,0.24716999790700434,0.4568246208332523,0.6317059194787089,0.5016448671808363
PIX,S-PROBE:R2:high,probe_r2__P13H__s42,0.125,64.0,0.0871763048182472,0.16608287334764393,0.20555948391644843,0.4434159904170865,0.5072526519648355,0.478246149615999
PIX,S-PROBE:R3:high,probe_r3__P13H__s42,0.06,48.0,0.02723026274593924,0.2534287249679142,0.17283333034563333,0.3209303324933455,0.4187123093420066,0.3576189992167167
