clip_id,stratum,group,owner,gap_over_anchor_norm,d_encLERP_to_LATLERP_med,d_encLERP_to_LATLERP_mid,latlerp_norm_min,enclerp_norm_min,main_norm_min,main_norm_med,cut_norm_min,dino_cos_AB,dino_chord_mid_norm,anchor_a_norm,anchor_b_norm
probe_r3__P03H__s43,S-PROBE,R3,probe_r3__P03H__s43,1.385151847070602,0.28638989620753696,0.30222936853864035,0.7158791114039499,0.8405597490809693,0.9026425694330885,0.9174126926667957,0.9084871088806484,0.34572786034823366,0.820282835474519,241.29860896880683,289.19467915192877
probe_r3__P03H__s44,S-PROBE,R3,probe_r3__P03H__s44,1.3792910749321416,0.37603340027846116,0.37593394254495255,0.7177121462734055,0.850453314957328,0.8271787197977214,0.9306050989922003,0.8962298063031119,0.32244588620415016,0.8131561615717334,241.33812695623544,296.5229369968853
probe_r3__P04H__s42,S-PROBE,R3,probe_r3__P04H__s42,1.2668287903807762,0.6125899808846019,0.6125899808846019,0.7690797793186757,0.8452868277683699,0.914286855667281,1.0565502203055124,0.8992064677504285,0.48675989787079743,0.8621948439508316,236.77941150435558,273.92820487669695
probe_r3__P04H__s43,S-PROBE,R3,probe_r3__P04H__s43,1.270144663112085,0.531020150995444,0.531020150995444,0.7650060864081342,0.8341503272206655,0.9015497091424278,1.0652594261517296,0.8841052709098307,0.41481593377307036,0.8410754822764335,236.80518392664786,285.1864910567476
probe_r3__P04H__s44,S-PROBE,R3,probe_r3__P04H__s44,1.2525779826909955,0.5995957996166138,0.5995957996166138,0.7768000037371113,0.8661450382840076,0.934953685947035,1.0036189714345636,0.9207702224747576,0.27653883268271784,0.7989176530415127,236.77424364722518,263.3281480082714
probe_r3__P05H__s42,S-PROBE,R3,probe_r3__P05H__s42,1.415877048512034,0.553495709419688,0.553495709419688,0.7070916254872399,0.9459172344178425,0.88773101353563,0.9661161650011421,1.0115063638566917,0.021698685091905645,0.7147372542032161,212.9040418299738,198.906163722704
probe_r3__P05H__s43,S-PROBE,R3,probe_r3__P05H__s43,1.4110829060310202,0.5217514598206697,0.5217514598206697,0.7090115436004882,0.9321732532728453,0.9880932526271712,1.0045061935621322,0.9817714903113683,0.029896218280782705,0.7175988497345793,212.94250112209363,203.76520646541047
probe_r3__P05H__s44,S-PROBE,R3,probe_r3__P05H__s44,1.4303735865939384,0.550743770153438,0.550743770153438,0.6991559969269994,0.9284475821397481,0.9994756470530908,1.0340269044140131,1.024827109420726,0.02729184685222208,0.716690953916757,212.71541151104805,205.3311637524381
probe_r3__P06H__s42,S-PROBE,R3,probe_r3__P06H__s42,1.491315717159177,0.5425489720190388,0.5425489720190388,0.6612400293232753,0.872455196613053,0.8999537123257937,0.915055832403671,0.918980909448979,0.008705228763119521,0.710177875170411,221.5641438571563,183.18044159816105
probe_r3__P06H__s43,S-PROBE,R3,probe_r3__P06H__s43,1.4587617439013338,0.5649322068500375,0.5649322068500375,0.68128724844505,0.9104761058599159,0.9492567687518133,0.9942370238825365,0.9546848771370584,0.005248719474366226,0.7089600551069031,221.08361171840906,193.18119759286935
probe_r3__P06H__s44,S-PROBE,R3,probe_r3__P06H__s44,1.49872878549854,0.5423318182397294,0.5423318182397294,0.6577049959426565,0.8864762158508018,0.9008465389850177,0.9225800973040906,0.9265798450234131,-0.00947178596413778,0.70375003162908,220.95235610786534,185.4179555431909
probe_r3__P07H__s42,S-PROBE,R3,probe_r3__P07H__s42,1.4496455041271126,0.44263854538097264,0.43513673009318266,0.6832224243810674,0.8941548340575084,0.8679590962540569,0.9274740207488363,0.9355581125841876,0.001088741900275636,0.7074916048619502,224.33911521981062,183.59421722366253
probe_r3__P07H__s43,S-PROBE,R3,probe_r3__P07H__s43,1.4682539379806114,0.38494076266300536,0.38681454092722933,0.6759693508776444,0.8759579966413958,0.9095479830596631,0.9585801204245802,0.9429362765020946,0.027378456905239545,0.716721165065341,224.32826574899264,194.92593144362587
probe_r3__P07H__s44,S-PROBE,R3,probe_r3__P07H__s44,1.4318154307868296,0.40819214102715745,0.40819214102715745,0.6923167302085811,0.8794884256166445,0.8718856058563242,0.913458912284103,0.9097513451340661,0.02467009231895645,0.7157758351323955,224.3072165837021,183.25666048003984
probe_r3__P08H__s42,S-PROBE,R3,probe_r3__P08H__s42,1.449013861554146,0.5360836174784043,0.5360836174784043,0.6796005195460089,0.8123676517723167,0.8700536521083893,0.8792433682088605,0.871891782280647,0.04793219878683885,0.7238550265028346,276.4213046757181,214.6158389657893
probe_r3__P08H__s43,S-PROBE,R3,probe_r3__P08H__s43,1.4698233362897621,0.5255947801753704,0.5255947801753704,0.6717760640576964,0.7977144511721445,0.8841922757600318,0.9020177658386155,0.8872819429169048,0.010227122190372029,0.7107134169939288,276.97702050432105,219.7677466182615
probe_r3__P08H__s44,S-PROBE,R3,probe_r3__P08H__s44,1.4763374560266824,0.5480672720870373,0.5480672720870373,0.6574949612736718,0.7728447180149701,0.8287345435376535,0.8435413060414455,0.8275273651752217,0.034117312242187836,0.7190679078648232,274.56272947796265,196.40610587403086
probe_r3__P09H__s42,S-PROBE,R3,probe_r3__P09H__s42,1.3299959804771309,0.5011798666919711,0.5011798666919711,0.743094158213866,0.8240320499070505,0.922779463642037,0.9445616486153375,0.9352093308676974,0.12674746691186556,0.7505822629505261,269.5478659465728,235.82431058128256
probe_r3__P09H__s43,S-PROBE,R3,probe_r3__P09H__s43,1.3128051470351894,0.536825818669633,0.536825818669633,0.7492678406493929,0.8318124095562307,0.8808391667430033,0.9355846166456034,0.9426373545862279,0.029552659610089904,0.7174791493869664,266.0758525959133,226.41230640833595
probe_r3__P09H__s44,S-PROBE,R3,probe_r3__P09H__s44,1.336068006536028,0.5263470142226899,0.5263470142226899,0.7396936253557469,0.8265476155979887,0.9226659405305044,0.9393405026171011,0.9331970446131694,0.07013854321837698,0.731484293480857,267.7527905069405,230.7766564945054
probe_r3__P10H__s42,S-PROBE,R3,probe_r3__P10H__s42,1.3142127283415093,0.45312805035847314,0.45312805035847314,0.7540137783019896,0.9191084146323485,0.8731877813380744,0.9786704942258558,0.9998807680128454,0.13512652276608605,0.7533679455505411,197.6515157194839,204.90855311753154
probe_r3__P10H__s43,S-PROBE,R3,probe_r3__P10H__s43,1.3500798940861858,0.5086020864644933,0.5078395863439679,0.738030958538103,0.9186366005654468,0.8491607892306391,0.9671605273289166,1.001279730475665,0.04893030698212897,0.7241996641058766,197.56293348613036,205.29288468205638
probe_r3__P10H__s44,S-PROBE,R3,probe_r3__P10H__s44,1.3907888552694845,0.4342674475222251,0.4342674475222251,0.7190820649859252,0.904719331260512,0.9061713333473161,0.9814230658761844,0.9820891894686276,0.037328450677534875,0.720183466443633,197.43024291116112,212.63281938895494
probe_r3__P11H__s42,S-PROBE,R3,probe_r3__P11H__s42,1.5714340465031165,0.31598590662481624,0.3393905900028561,0.6182060877878865,0.8335000942534048,0.9341738288437756,1.0673525874927197,0.9528036787330215,0.019555381722057064,0.7139871783589874,198.36423827787394,222.4297223911357
probe_r3__P11H__s43,S-PROBE,R3,probe_r3__P11H__s43,1.5489375086588149,0.3149717327223719,0.3402512421268279,0.6286910081840031,0.837878701463388,0.9015231948439221,1.084076731529048,0.923787298959276,0.022246324504521908,0.71492878124486,198.598816365562,236.00141529414188
probe_r3__P11H__s44,S-PROBE,R3,probe_r3__P11H__s44,1.5389068669305193,0.33418670818698143,0.34718374235697286,0.6387957765161898,0.8449770877084233,0.9420997093935513,1.0452934297007708,0.959508623581199,0.05438997789121913,0.7260819436851529,198.46141462460625,219.77960816858752
probe_r3__P12H__s42,S-PROBE,R3,probe_r3__P12H__s42,1.3896299714019515,0.4503479880564669,0.4496115503417439,0.7195142206515437,0.8751147258641548,0.8049878875130355,0.9616656233437637,0.9713962977988839,0.09705200274413528,0.7406254123185807,224.75404569286854,234.69821745342657
probe_r3__P12H__s43,S-PROBE,R3,probe_r3__P12H__s43,1.4016377973959697,0.4005740622873003,0.4002282625079126,0.7084483923415644,0.8349038363861853,0.7938293651902977,1.0841953316615842,0.9116554982300512,0.071062270245136,0.7317999283428279,224.66332551526963,266.02442046255516
probe_r3__P12H__s44,S-PROBE,R3,probe_r3__P12H__s44,1.3781046719315886,0.3649649493279005,0.36512140970218415,0.7253155669973653,0.8556299419573312,0.8536565229683244,0.9714706782249485,0.9651919572305382,0.05810736574630937,0.7273607652830573,224.74560077901566,238.45559704587205
probe_r3__P13H__s42,S-PROBE,R3,probe_r3__P13H__s42,1.4071735442470332,0.4293964968495212,0.4293964968495212,0.7056684899202117,0.8588010313289975,0.8064771732771467,0.9582943906964114,0.9487313081202726,0.05930779260961572,0.7277732451147183,217.43012586540607,258.0027784097936
probe_r3__P13H__s43,S-PROBE,R3,probe_r3__P13H__s43,1.4177232844577454,0.43015644076084736,0.43015644076084736,0.6993096031634286,0.8511324918084695,0.8623560011217728,1.1627083346064875,0.9322572565014391,0.03053173215107563,0.7178202184917459,217.66285316263645,267.10994699811823
probe_r3__P13H__s44,S-PROBE,R3,probe_r3__P13H__s44,1.4285825167874004,0.4051055518088893,0.4051055518088893,0.6942371085627805,0.8555542184140686,0.8621090316570562,1.102421541214169,0.9353334560985952,0.038012539588635263,0.7204208976663001,217.48178551889796,263.81951510497873
probe_r3__P14H__s42,S-PROBE,R3,probe_r3__P14H__s42,1.4894368849853792,0.3260658497468032,0.34035454420975536,0.6660064509686149,0.8990372353814718,0.9369796733304372,1.0716131780696059,0.9681088673451103,0.029821739781155543,0.7175729021434532,181.69740445369777,203.93432408349796
probe_r3__P14H__s43,S-PROBE,R3,probe_r3__P14H__s43,1.4612129967780005,0.33419614695454947,0.34689273789696495,0.6788264152204724,0.8970080256538834,0.9294793535840247,1.0629635635661103,0.9478807878355532,0.06942897277303928,0.7312417427817696,181.68261554975487,212.75944200826632
probe_r3__P14H__s44,S-PROBE,R3,probe_r3__P14H__s44,1.5363126734375996,0.3184564216330005,0.3207565081333603,0.6355229287899469,0.8789780684958515,0.8879629958669512,1.1066809171434462,0.9290505600523848,0.005209119123037453,0.7089460907301194,181.63351868581296,219.63679382680127
probe_r3__P15H__s42,S-PROBE,R3,probe_r3__P15H__s42,1.4486413111777223,0.3455443735314693,0.3583284511848526,0.6817970894429901,0.8440838082215064,0.8751711427324121,1.1084554701895077,0.9070475249919687,0.01623184290554036,0.7128225034696717,195.6744910187519,247.7860730527419
probe_r3__P15H__s43,S-PROBE,R3,probe_r3__P15H__s43,1.4419477714434832,0.35213260273438557,0.37278241031389364,0.6823580167462885,0.8413908540475864,0.8666047597365918,1.1136363957428264,0.8929258817037034,-0.04713150226370999,0.6902421668285306,196.06015025954534,254.04773928482024
probe_r3__P15H__s44,S-PROBE,R3,probe_r3__P15H__s44,1.4394501224418925,0.3321613086299712,0.3516738329436605,0.6777129364410447,0.8271615066411302,0.8260073935347257,1.0863185414955399,0.8656867457657099,-0.04602696959705099,0.6906421035539858,195.8989122227145,268.70732654343686
probe_r3__P16H__s42,S-PROBE,R3,probe_r3__P16H__s42,1.48624393842094,0.3206945181394179,0.33641117971582485,0.6643037331341209,0.8483394803629994,0.8718871935726358,1.115955603041582,0.9214753914501267,0.0290273017682523,0.717296069196065,204.33518135937214,245.3666888989231
probe_r3__P16H__s43,S-PROBE,R3,probe_r3__P16H__s43,1.502801903795017,0.3191763769294912,0.33770816074841803,0.6537344243062234,0.8234704854712689,0.8489176960489959,1.217437317893201,0.8996555932349964,0.011943106756234556,0.7113167742842266,204.12756731722033,256.42979760237733
probe_r3__P16H__s44,S-PROBE,R3,probe_r3__P16H__s44,1.4865311143489428,0.32915411710497666,0.34689832748907146,0.6659570244453094,0.8619011981950024,0.8650822919627412,0.9555604820327588,0.9411111860362321,0.06566873672363727,0.7299550454389767,203.90462252390546,235.35285719633828
probe_r3__P17H__s42,S-PROBE,R3,probe_r3__P17H__s42,1.5109994620402212,0.32723588512570284,0.33144211341755114,0.6563684933587551,0.8378164800630308,0.8048122463282531,1.042887479401068,0.96757464070666,0.058379914486977214,0.7274544365412096,225.6941776431166,244.49232274150478
probe_r3__P17H__s43,S-PROBE,R3,probe_r3__P17H__s43,1.5172953020915134,0.30822500434553324,0.32936945430560316,0.6525612752770754,0.8285013941539917,0.95169575803492,1.058158843698444,0.9721716763705608,0.026582840673199826,0.7164435918734984,225.5650503397837,242.97602806900193
probe_r3__P17H__s44,S-PROBE,R3,probe_r3__P17H__s44,1.521288108584287,0.30532307242056406,0.3086669791565545,0.6493718544070829,0.8488949483211076,0.9665433779657625,1.0369648898086647,0.9927396533977781,0.04516463433901663,0.7228985524743484,225.8758149783897,233.31238170561437
probe_r3__P18H__s42,S-PROBE,R3,probe_r3__P18H__s42,1.461426872660843,0.5584021816260656,0.5584021816260656,0.6722831396291384,0.8706677266665401,0.8348388138727137,1.0775932537739188,0.940852088226853,0.017635305744079233,0.7133145539466019,181.23464184251674,235.84521388960434
probe_r3__P18H__s43,S-PROBE,R3,probe_r3__P18H__s43,1.4943807829793718,0.4854138427077016,0.4854138427077016,0.6381167819827631,0.810878790860073,0.7874521972182874,1.2180310339867382,0.8558085560831951,0.046794943468285055,0.723462142571498,180.93156785979386,278.67133754667213
probe_r3__P18H__s44,S-PROBE,R3,probe_r3__P18H__s44,1.4559504186867491,0.5500533906687948,0.5500533906687948,0.6757945903481722,0.8809044869536553,0.8856529847111343,1.0446869671679022,0.947799969549095,0.0459218124515246,0.7231603599657287,181.12730493774507,234.0837890380162
probe_r3__P19H__s42,S-PROBE,R3,probe_r3__P19H__s42,1.3321416777704536,0.46027378987394096,0.45357969025663014,0.7461686577244734,0.8945298911487368,0.8557832062274819,0.9955499024584263,1.0188542013560837,0.004769051882874464,0.7087908901371668,231.6960519641581,222.42368659867668
probe_r3__P19H__s43,S-PROBE,R3,probe_r3__P19H__s43,1.3630542689880754,0.4673041983624402,0.4655403151303239,0.7318330512659625,0.8763216991299716,0.9331895737756973,1.0039739755687083,0.991551656652451,0.010482815362138354,0.7108033537351024,231.91441973446206,235.50409305444668
probe_r3__P19H__s44,S-PROBE,R3,probe_r3__P19H__s44,1.3874919271751982,0.456151984191566,0.4501936823690174,0.7143670281985119,0.8899703163090997,0.8889468597837935,0.9383441969492098,0.9697908424186596,-0.0014304273488505714,0.7066008677645215,231.8587752773091,191.2181400903184
probe_r3__P20H__s42,S-PROBE,R3,probe_r3__P20H__s42,1.4945263671863278,0.35429704994658384,0.3674446468297775,0.6608943844206228,0.8290946098955863,0.9522606690490992,1.07292314941671,0.9272318725480929,-0.03235203621852634,0.695574569611869,195.62107334656594,228.7595882437332
probe_r3__P20H__s43,S-PROBE,R3,probe_r3__P20H__s43,1.5108088996948275,0.3572770540484604,0.37451215242614116,0.6455535095691477,0.7950618596246156,0.9141988414732867,1.1056523142959174,0.868547686411009,-0.039276230250607114,0.6930814417330019,195.40025936038347,256.89571599503466
probe_r3__P20H__s44,S-PROBE,R3,probe_r3__P20H__s44,1.5625858620031756,0.42796345787633516,0.4182033440829662,0.6255990126602826,0.8232181769643743,0.9586851332724352,1.0492731907581234,0.9612787084935941,-0.03480185206171882,0.6946935108154823,195.52816973179011,212.81847725137231
probe_r3__P21H__s42,S-PROBE,R3,probe_r3__P21H__s42,1.5452667053597346,0.3246691527215225,0.33573359182034707,0.6285427767550525,0.8353919652567867,0.8836008558854113,0.8899272369109923,0.8825404502893817,0.014803399654738314,0.7123213459018122,239.30007376453383,185.42613936835673
probe_r3__P21H__s43,S-PROBE,R3,probe_r3__P21H__s43,1.4965116156578093,0.3313064720557498,0.33623734122663307,0.6572866960996322,0.8459307888532437,0.9003295544200509,0.9189079459963723,0.9003803804607875,0.012891120539279655,0.7116498860181457,239.31946417353694,190.74933359073538
probe_r3__P21H__s44,S-PROBE,R3,probe_r3__P21H__s44,1.5048424288107023,0.33514355515204847,0.3506633506736775,0.6485321384083553,0.8324234497352965,0.867258630879031,0.8783102382753211,0.8699508338724496,-0.00045173858802627365,0.7069470494358024,238.97931674565828,181.4338153036154
probe_r3__P22H__s42,S-PROBE,R3,probe_r3__P22H__s42,1.3804982834160953,0.45810720291675205,0.45810720291675205,0.7236958461511664,0.8468516476606027,0.9735428815920243,1.002782752604447,1.0072604550600088,0.038345844719970046,0.7205365517168335,229.65329660803954,235.90548450135222
probe_r3__P22H__s43,S-PROBE,R3,probe_r3__P22H__s43,1.3817700756171585,0.4174571681067391,0.4174571681067391,0.7213069296116456,0.8523905607057459,0.94192124348366,1.0531233810661245,0.9911370113915505,0.030582591734969355,0.7178379314772135,230.02658455202075,255.21030683489192
probe_r3__P22H__s44,S-PROBE,R3,probe_r3__P22H__s44,1.4145798902608604,0.4257176046750518,0.4257176046750518,0.7072295381584939,0.8511381821287076,0.9919731481701151,1.039421768048764,1.0229002028400629,-0.0013190556003337406,0.706640270717593,230.08472262776482,239.85288751825377
probe_r3__P23H__s42,S-PROBE,R3,probe_r3__P23H__s42,1.4337495905127982,0.3469934150681281,0.3567941786572921,0.6844214995352622,0.8725009250260306,0.878234042774827,1.131218170627874,0.8977913905099731,0.02290086088305543,0.7151576262905456,196.9998673457513,259.7111236268737
probe_r3__P23H__s43,S-PROBE,R3,probe_r3__P23H__s43,1.4668026631585942,0.37518812725502343,0.3841341266225985,0.6738186470284961,0.8793125453623495,0.8938916778513261,0.9318016402419712,0.9318642671003006,-0.002529707841176787,0.7062118280511958,197.36937110973537,244.29104961412125
probe_r3__P23H__s44,S-PROBE,R3,probe_r3__P23H__s44,1.446993323600603,0.3599348405083789,0.3714879226462872,0.6857475097756083,0.8885690351277332,0.9087254960353631,0.9931250249226024,0.9544233195206879,0.00102733262551169,0.7074699048813001,196.93520499220517,233.2314959596629
probe_r3__P24H__s42,S-PROBE,R3,probe_r3__P24H__s42,1.3592508873929365,0.45374699371825533,0.45374699371825533,0.734240817764649,0.8861168286483438,0.9256809784023042,1.0161173294484687,1.0063776033867566,0.02437029341285779,0.715671116300238,232.2490592544278,247.43069150084924
probe_r3__P24H__s43,S-PROBE,R3,probe_r3__P24H__s43,1.3793329742330596,0.4145013617270305,0.4145013617270305,0.7197974170520486,0.8806577031364323,0.9246293078276822,1.0853246356884916,0.9592503731474853,0.02032798220903942,0.7142576503647123,232.34902884602425,270.65499856608386
probe_r3__P24H__s44,S-PROBE,R3,probe_r3__P24H__s44,1.3577399839369173,0.41926711902144786,0.41926711902144786,0.734746182621747,0.8804663300333478,0.9750137042222357,1.0487216535248076,1.0118177646227888,0.01396879352068936,0.7120283679463514,232.45699196931488,245.2520543654832
probe_r3__P25H__s42,S-PROBE,R3,probe_r3__P25H__s42,1.3539927637664448,0.3258328611727258,0.3420277187245301,0.7289959497397303,0.8429198375051251,0.8938183110570871,1.0956420714337498,0.9023397964838715,-0.0011590988287935033,0.7066968590460858,211.50200635279467,259.2288030796065
probe_r3__P25H__s43,S-PROBE,R3,probe_r3__P25H__s43,1.3594091410699247,0.3295517443356911,0.33952855592948966,0.7218277456818585,0.8428425244172935,0.7922398633316121,1.1082781438789495,0.883123843904386,-0.012997523094441021,0.7024964330534209,211.69792247641692,270.27764394274703
probe_r3__P25H__s44,S-PROBE,R3,probe_r3__P25H__s44,1.3681884631520542,0.3162671395471193,0.3228606502511705,0.7165665278940034,0.8293770483668085,0.8523670038689094,1.1223640518381626,0.8765893002323866,-0.034066984118908294,0.6949579181076692,211.54715123890495,273.63574569100473
probe_r3__P26H__s42,S-PROBE,R3,probe_r3__P26H__s42,1.3284193138300626,0.33058515133802946,0.3502734220575507,0.741765613481996,0.8023786024901198,0.7650557067482651,0.9436930309964359,0.9049366996451607,0.01923275504850608,0.7138742028706829,215.84234519720368,258.52777099044937
probe_r3__P26H__s43,S-PROBE,R3,probe_r3__P26H__s43,1.3243109172068752,0.32952414920961914,0.36233489918566514,0.746755828377993,0.818429649641378,0.9275340313616935,0.9839602478352047,0.9405846335632818,0.014391491529750056,0.7121767658137094,215.74889149177548,241.3184770363643
probe_r3__P26H__s44,S-PROBE,R3,probe_r3__P26H__s44,1.3507259786349224,0.3261694569845447,0.35072641013500466,0.7324975512055044,0.8179713091872017,0.7804642905134033,1.0848952714883584,0.9162557502380935,0.03255727038344958,0.7185253197986309,215.5852979082997,253.82907933797443
probe_r3__P27H__s42,S-PROBE,R3,probe_r3__P27H__s42,1.3966296982059205,0.518380538158081,0.518380538158081,0.7123105259423177,0.9065635551374,0.9002219162143605,1.000210004202215,0.971314931187695,0.026748417825501747,0.7165013669999177,208.22764164393408,238.99080149961566
probe_r3__P27H__s43,S-PROBE,R3,probe_r3__P27H__s43,1.403436671239662,0.49738640176008986,0.49738640176008986,0.7085787382890331,0.8957692050565245,0.9211742174610598,1.0846888632008593,0.9665212260910221,0.04115973654984373,0.7215122093734255,208.4298458993823,241.35168952947086
probe_r3__P27H__s44,S-PROBE,R3,probe_r3__P27H__s44,1.3580549697049733,0.5418022614792986,0.5418022614792986,0.7343685327189844,0.9293368833161537,0.9955129876585473,1.05306132816694,1.023346984074356,0.033621356709772954,0.7188954571805879,208.4226847553516,216.66115983307645
probe_r3__P28H__s42,S-PROBE,R3,probe_r3__P28H__s42,1.5468577745806742,0.2703166764340535,0.28230921704582995,0.63104988512325,0.8108765975123648,0.9215797045214863,0.936873946473482,0.9313288021320579,-0.020332454779236286,0.6998812560787593,264.84678725632915,227.92720667398947
probe_r3__P28H__s43,S-PROBE,R3,probe_r3__P28H__s43,1.5262449685855284,0.2845256697272421,0.29951702275020714,0.645442318381384,0.8221398742031282,0.9466958450143322,0.9570074371861753,0.9519222141253373,0.002781887431069663,0.7080896438414664,264.43638182638796,236.20317323893246
probe_r3__P28H__s44,S-PROBE,R3,probe_r3__P28H__s44,1.5497213400462149,0.2795313479364654,0.29275297434359104,0.6287453583213193,0.8140599828179297,0.9288811371162362,0.9463045248795431,0.9242371618839087,-0.0028168367159651098,0.7061101767019206,265.0474762460162,225.54082109904346
probe_r3__P29H__s42,S-PROBE,R3,probe_r3__P29H__s42,1.3233564093929575,0.35590908008409305,0.35590908008409305,0.7497938120891335,0.9205233840842855,1.0057230683005616,1.0255364175478583,1.0057930956997707,-0.038347372963869475,0.6934164070153411,243.43652104095457,244.95489178426195
probe_r3__P29H__s43,S-PROBE,R3,probe_r3__P29H__s43,1.3884049844373356,0.3570522341629547,0.3776749327196747,0.7200304127029695,0.897239624616258,0.9522943005519091,1.0238500021406214,0.9968871345965874,-0.026648107664072995,0.6976216353926844,243.60175377708157,253.02798668493543
probe_r3__P29H__s44,S-PROBE,R3,probe_r3__P29H__s44,1.380545148629859,0.37020594057734096,0.3752088918031892,0.7235506013368183,0.8937515287365806,0.9701191638267571,1.0187248042786745,1.0017911487046365,-0.031224268373591713,0.695979788365441,243.63851568492757,242.93899636489223
probe_r3__P30H__s42,S-PROBE,R3,probe_r3__P30H__s42,1.3918274486832432,0.308840666184445,0.3272672211537001,0.7182373328470755,0.8360280340036386,0.9499029426282495,1.0050647658921001,0.9945753435355449,-0.0211868449296162,0.6995759983984527,234.83544694799204,228.9587071593478
probe_r3__P30H__s43,S-PROBE,R3,probe_r3__P30H__s43,1.3561449628934825,0.32469342774890475,0.34634691335602796,0.7351068084047797,0.846507337778361,0.8418775062672054,1.0086056897856923,0.9722520661115894,-0.03343289370485536,0.6951859845736048,235.23639699250637,241.3569127189174
probe_r3__P30H__s44,S-PROBE,R3,probe_r3__P30H__s44,1.372801224466333,0.30864638677416345,0.3204209870381104,0.7272782490958919,0.8346809756516808,0.9098724565623673,0.9864411703012655,0.9873341519324544,0.054080972357951396,0.7259755410335638,234.91388345303875,230.74122667294105
probe_r3__P01L__s42,S-PROBE,R3,probe_r3__P01L__s42,1.3248039992580316,0.31740252612358155,0.3281547438972072,0.7491559216087418,0.9133028024574524,0.9267001829317422,1.001938629424634,0.9943951524630744,0.6322236168421114,0.9033890681323611,226.76693296949315,228.33330851414544
probe_r3__P01L__s43,S-PROBE,R3,probe_r3__P01L__s43,1.2817401355301,0.3677961107979084,0.3677961107979084,0.7678869104804136,0.8673397679167115,0.9677868662947599,1.0022037876958294,0.9590181267047945,0.9132459218308213,0.9780710408326231,227.37660334851796,242.1851457156199
probe_r3__P01L__s44,S-PROBE,R3,probe_r3__P01L__s44,1.3077143102369753,0.33269446012382914,0.3404503544729779,0.7560194270889667,0.897720071273631,0.9704818997513588,1.0127395564506314,0.9741179430844978,0.8188119505695113,0.9536277970386327,226.7636181446938,209.72894385798404
probe_r3__P06L__s42,S-PROBE,R3,probe_r3__P06L__s42,1.5011551719346645,0.520282567409447,0.520282567409447,0.6610339215407457,0.92301816000005,0.8857385714750143,1.000127103310505,1.0261583741431475,0.09006138749941783,0.7382619411494195,222.05254919438372,214.0857063737305
probe_r3__P06L__s43,S-PROBE,R3,probe_r3__P06L__s43,1.3500160981248546,0.7365297893380574,0.7249379442536459,0.7378522041125234,0.9175016075337943,0.9453455427393653,1.0076618614593236,1.0417452712808823,0.3097632968720063,0.809247581668307,221.38541974094272,224.8935424435455
probe_r3__P06L__s44,S-PROBE,R3,probe_r3__P06L__s44,1.4163716270426017,0.5249064625416971,0.5249064625416971,0.7063350517640055,0.8819723110745825,0.9721106063679812,1.0049335579993937,1.0193709283864933,0.4954366121462499,0.8647070637349535,221.14925534583872,230.5759520944256
probe_r3__P09L__s42,S-PROBE,R3,probe_r3__P09L__s42,1.4926682132825644,0.5321388083515745,0.5321388083515745,0.6506605631492844,0.802557077425716,0.8488540944470094,1.0443315427971822,0.8781012328420235,0.39433084041365873,0.8349643227149465,269.19415171883077,196.08840142052605
probe_r3__P09L__s43,S-PROBE,R3,probe_r3__P09L__s43,1.3991679050444141,0.60046815909699,0.60046815909699,0.7097521128888559,0.8269991207985734,0.929309201074366,0.996287204402212,0.9290820209547861,0.5810186170972997,0.8891059040118054,266.9211122422584,226.01611347513426
probe_r3__P09L__s44,S-PROBE,R3,probe_r3__P09L__s44,1.4551217943968757,0.5750428057619136,0.5750428057619136,0.6811765848039453,0.789314349967029,0.9072150819564248,0.952653329003341,0.9035902260340617,0.43954526797233484,0.8483941501366964,267.6823706791433,224.13152151366404
probe_r3__P10L__s42,S-PROBE,R3,probe_r3__P10L__s42,1.3726206443473095,0.45227760909258335,0.45038954671342357,0.7276351519390316,0.9047648967936013,0.919886301923492,0.9556930341994339,0.9982119423317586,0.2995041313549791,0.8060719978249397,197.4914335395055,206.29582960923472
probe_r3__P10L__s43,S-PROBE,R3,probe_r3__P10L__s43,1.3195009254053123,0.4897185093751168,0.4897185093751168,0.7512182080096872,0.9006060487045678,0.9589478113825057,1.0131259950324778,0.9902694735888778,0.3617771568673618,0.8251597290426145,197.43054223454487,183.20244778218023
probe_r3__P10L__s44,S-PROBE,R3,probe_r3__P10L__s44,1.409282014059421,0.4624854481191394,0.4624854481191394,0.7095946402984549,0.9129123112745128,0.9594600163586896,0.9745395028636541,1.0261662836399317,0.31434693070764297,0.8106623621174364,197.51506214811457,194.94067735425583
probe_r3__P11L__s42,S-PROBE,R3,probe_r3__P11L__s42,1.3793971592838525,0.3338770425010599,0.33764421571843195,0.7245734646875154,0.9169290950097738,0.8932602459889043,0.992818610234744,1.0024947610929582,0.5850611172725166,0.8902418540128623,198.3734574320697,188.21063360757498
probe_r3__P11L__s43,S-PROBE,R3,probe_r3__P11L__s43,1.3916603357824295,0.4025023031556436,0.3973718232243904,0.7182095943517407,0.885555374941379,0.9511212913048076,0.9869786317921785,1.0069726045487675,0.8094001206773278,0.9511572216719294,198.2426888545065,197.37619926435232
probe_r3__P11L__s44,S-PROBE,R3,probe_r3__P11L__s44,1.4321818395816375,0.42244826812583464,0.40557692446046406,0.6967082123195374,0.9309294472539897,0.9619723520782095,1.006201452009751,1.0102885033378748,0.5811222337563322,0.8891350386067158,198.23924717463152,178.3943345785019
