clip_id,group,cls,path,a_idx,b_idx,gini,offline,DR,gap_rel
base_cond|02_neutral__dai|c4254013e4,GEN:base_cond:v2:neutral:start,mystification_0,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__mystification_0__ref_illustration_scene_4__s42.mp4,8,120,0.7223076905017065,0.3906891647199294,0.3322110082355439,0.5134269933946026
base_cond|02_neutral__dai|49d22bebfd,GEN:base_cond:v2:neutral:start,mystification_0,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__mystification_0__ref_illustration_scene_4__s43.mp4,8,120,0.6276450701577851,0.5177777452483412,0.4725609719731188,0.5704326777112375
base_cond|02_neutral__dai|baa37d0155,GEN:base_cond:v2:neutral:start,water_element_4,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__water_element_4__ref_shadow_10__s42.mp4,8,120,0.2682712384360375,0.4502024682949279,0.5276834168561056,0.3197466519073961
base_cond|02_neutral__dai|a2359cab56,GEN:base_cond:v2:neutral:start,water_element_4,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__water_element_4__ref_shadow_10__s43.mp4,8,120,0.2308124388723831,0.3134468529990989,0.3446691038252938,0.3171751770422617
base_cond|02_neutral__dai|a41f062145,GEN:base_cond:v2:neutral:both,raven_transition_2,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__raven_transition_2__ref_shadow_smoke_0__s42.mp4,8,113,0.8954726777989976,0.1963675347321277,0.2157641319728673,1.0177133074868774
base_cond|02_neutral__dai|5adb26652d,GEN:base_cond:v2:neutral:both,raven_transition_2,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__raven_transition_2__ref_shadow_smoke_0__s43.mp4,8,113,0.8138516249316021,0.2794896923497683,0.2692543491089628,1.021275194390793
base_cond|02_neutral__dai|6fdab8d8f1,GEN:base_cond:v2:neutral:both,water_bending_3,store/gens/005_base_cond/02_neutral__dai/videos/G-zs-cross__ctt_v2__water_bending_3__ref_firelava_0__s42.mp4,8,113,0.8175108713566097,0.243706585605219,0.2261505038713911,0.7052844039691872
base_cond|02_neutral__dai|62f0c4a0fc,GEN:base_cond:v2:neutral:both,water_bending_3,store/gens/005_base_cond/02_neutral__dai/videos/G-zs-cross__ctt_v2__water_bending_3__ref_firelava_0__s43.mp4,8,113,0.8907277498698303,0.2537505999448439,0.2526995352861244,0.7046200224448221
base_cond|02_neutral__dai|075c4aa3d8,GEN:base_cond:v2:neutral:both,air_bending_1,store/gens/005_base_cond/02_neutral__dai/videos/G-zs-cross__ctt_v2__air_bending_1__ref_raven_transition_0__s42.mp4,8,113,0.9363083791443384,0.0963918355117288,0.0388763559645785,1.0862265973432186
base_cond|02_neutral__dai|a1e4751084,GEN:base_cond:v2:neutral:both,air_bending_1,store/gens/005_base_cond/02_neutral__dai/videos/G-zs-cross__ctt_v2__air_bending_1__ref_raven_transition_0__s43.mp4,8,113,0.8977270423608252,0.1157864998571055,0.0884712790572349,1.0853291221025718
base_cond|02_neutral__dai|648009936d,GEN:base_cond:v2:neutral:both,giant_grab_3,store/gens/005_base_cond/02_neutral__dai/videos/G-zs-cross__ctt_v2__giant_grab_3__ref_flying_cam_transition_1__s42.mp4,8,113,0.6883085618924443,0.511550414759409,0.5423862273039284,0.3424417024877628
base_cond|02_neutral__dai|f81d058f35,GEN:base_cond:v2:neutral:both,giant_grab_3,store/gens/005_base_cond/02_neutral__dai/videos/G-zs-cross__ctt_v2__giant_grab_3__ref_flying_cam_transition_1__s43.mp4,8,113,0.8437107513083597,0.3296547551862892,0.3068929050537214,0.3356617969315445
base_cond|02_neutral__dai|21cd31b3a2,GEN:base_cond:v2:neutral:both,firelava_4,store/gens/005_base_cond/02_neutral__dai/videos/G-zs-same__ctt_v2__firelava_4__ref_firelava_0__s42.mp4,8,113,0.8246232355539476,0.2463492876231414,0.2052749815320761,0.960269561026152
base_cond|02_neutral__dai|afb22e7e4c,GEN:base_cond:v2:neutral:both,firelava_4,store/gens/005_base_cond/02_neutral__dai/videos/G-zs-same__ctt_v2__firelava_4__ref_firelava_0__s43.mp4,8,113,0.831262462344049,0.2656943731899708,0.2949568533623329,0.9600097549107818
base_cond|02_neutral__dai|e772ee2fe2,GEN:base_cond:v2:neutral:both,flying_cam_transition_4,store/gens/005_base_cond/02_neutral__dai/videos/G-zs-same__ctt_v2__flying_cam_transition_4__ref_flying_cam_transition_1__s42.mp4,8,113,0.819958909567331,0.2028433425881776,0.1850310682394529,1.1264805489708245
base_cond|02_neutral__dai|a5d75183c6,GEN:base_cond:v2:neutral:both,flying_cam_transition_4,store/gens/005_base_cond/02_neutral__dai/videos/G-zs-same__ctt_v2__flying_cam_transition_4__ref_flying_cam_transition_1__s43.mp4,8,113,0.6741510921369573,0.2558082594241542,0.301480682257011,1.1226010463641225
base_cond|02_neutral__dai|b6502c8fa9,GEN:base_cond:v2:neutral:start,luminous_gaze_3,store/gens/005_base_cond/02_neutral__dai/videos/G-zs-same__ctt_v2__luminous_gaze_3__ref_luminous_gaze_0__s42.mp4,8,120,0.2725847773490903,0.3756744187455828,0.4129069157468714,0.3822930375840231
base_cond|02_neutral__dai|aeaa611398,GEN:base_cond:v2:neutral:start,luminous_gaze_3,store/gens/005_base_cond/02_neutral__dai/videos/G-zs-same__ctt_v2__luminous_gaze_3__ref_luminous_gaze_0__s43.mp4,8,120,0.4383062145278924,0.3872281285583512,0.400897518239296,0.3155445457302543
base_cond|04_neutral_v3__dai|90744bb961,GEN:base_cond:v3:neutral:start,acid_0,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-cross__base_cond_neutral_v3__acid_0__ref_nature_bloom_1__s42.mp4,8,120,0.2035618943309085,0.4413244818138516,0.5136430156600146,0.643944312397621
base_cond|04_neutral_v3__dai|e500f52751,GEN:base_cond:v3:neutral:start,acid_0,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-cross__base_cond_neutral_v3__acid_0__ref_nature_bloom_1__s43.mp4,8,120,0.315942751700826,0.4493559673607777,0.4900690616802762,0.6622341235448903
base_cond|04_neutral_v3__dai|5f52f843c1,GEN:base_cond:v3:neutral:both,earth_wave_5,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-cross__base_cond_neutral_v3__earth_wave_5__ref_flame_transition_3__s42.mp4,8,113,0.8611508658008775,0.2346002250929307,0.1968833245243378,0.9142339563480149
base_cond|04_neutral_v3__dai|4de7bdcb5f,GEN:base_cond:v3:neutral:both,earth_wave_5,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-cross__base_cond_neutral_v3__earth_wave_5__ref_flame_transition_3__s43.mp4,8,113,0.7952794063213522,0.2486368968939541,0.1506465264596884,0.9128478792993489
base_cond|04_neutral_v3__dai|27e3d0bc01,GEN:base_cond:v3:neutral:start,live_concert_4,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-cross__base_cond_neutral_v3__live_concert_4__ref_gas_transformation_7__s42.mp4,8,120,0.5247391715093834,0.6391695260738882,0.6761031732443045,0.976037056688752
base_cond|04_neutral_v3__dai|d1e15c1634,GEN:base_cond:v3:neutral:start,live_concert_4,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-cross__base_cond_neutral_v3__live_concert_4__ref_gas_transformation_7__s43.mp4,8,120,0.4257218614833469,0.5798587918752548,0.625008573146496,0.9147804229302896
base_cond|04_neutral_v3__dai|060fac7f4f,GEN:base_cond:v3:neutral:start,plasma_explosion_2,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-cross__base_cond_neutral_v3__plasma_explosion_2__ref_illustration_scene_7__s42.mp4,8,120,0.3286331497405041,0.4023332122895117,0.4254911689911277,0.6861019473688922
base_cond|04_neutral_v3__dai|401dd3948e,GEN:base_cond:v3:neutral:start,plasma_explosion_2,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-cross__base_cond_neutral_v3__plasma_explosion_2__ref_illustration_scene_7__s43.mp4,8,120,0.3755553347472575,0.4626278714127331,0.5124299932035594,0.7364592863538166
base_cond|04_neutral_v3__dai|3bbcf96637,GEN:base_cond:v3:neutral:both,giant_grab_5,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-same__base_cond_neutral_v3__giant_grab_5__ref_giant_grab_3__s42.mp4,8,113,0.6484181129324142,0.4368176536792776,0.3931846311275027,0.4931261340649688
base_cond|04_neutral_v3__dai|463efd3098,GEN:base_cond:v3:neutral:both,giant_grab_5,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-same__base_cond_neutral_v3__giant_grab_5__ref_giant_grab_3__s43.mp4,8,113,0.685462323685456,0.4315963910432856,0.5174352070890768,0.492437225660956
base_cond|04_neutral_v3__dai|29bd40fd59,GEN:base_cond:v3:neutral:both,flame_transition_2,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-same__base_cond_neutral_v3__flame_transition_2__ref_flame_transition_3__s42.mp4,8,113,0.9065110311639508,0.4808071483761328,0.1886572069661961,0.5855747204241915
base_cond|04_neutral_v3__dai|7063ece92e,GEN:base_cond:v3:neutral:both,flame_transition_2,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-same__base_cond_neutral_v3__flame_transition_2__ref_flame_transition_3__s43.mp4,8,113,0.9368830417062044,0.2741438202168306,0.2804278826015532,0.5833140456410535
base_cond|04_neutral_v3__dai|ba6e8f4153,GEN:base_cond:v3:neutral:both,flame_transition_3,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-same__base_cond_neutral_v3__flame_transition_3__ref_flame_transition_2__s42.mp4,8,113,0.9596500309971048,0.2277595759043015,0.1594257115887716,0.7082046673289668
base_cond|04_neutral_v3__dai|ea3fb305ce,GEN:base_cond:v3:neutral:both,flame_transition_3,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-same__base_cond_neutral_v3__flame_transition_3__ref_flame_transition_2__s43.mp4,8,113,0.9041217571661008,0.2163334096552915,0.2361001407931635,0.7072719115678302
base_cond|04_neutral_v3__dai|70a93c1191,GEN:base_cond:v3:neutral:start,mystification_1,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-same__base_cond_neutral_v3__mystification_1__ref_mystification_0__s42.mp4,8,120,0.732262908790986,0.3898195701910587,0.3617203096728992,0.4944244677779257
base_cond|04_neutral_v3__dai|48a1c3b1b9,GEN:base_cond:v3:neutral:start,mystification_1,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-same__base_cond_neutral_v3__mystification_1__ref_mystification_0__s43.mp4,8,120,0.5467830266077576,0.1799743139117899,0.181531460307467,1.336617996426285
base_cond|04_neutral_v3__dai|5a3fb0eb71,GEN:base_cond:v3:neutral:start,fire_element_3,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-same__base_cond_neutral_v3__fire_element_3__ref_fire_element_2__s42.mp4,8,120,0.2785102592407888,0.48233139466092,0.5090805466430388,0.5486412086864881
base_cond|04_neutral_v3__dai|73ff3ea903,GEN:base_cond:v3:neutral:start,fire_element_3,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-same__base_cond_neutral_v3__fire_element_3__ref_fire_element_2__s43.mp4,8,120,0.2564836526578291,0.5203899269635233,0.552346771294143,0.4521810414265406
base_cond|04_neutral_v3__dai|3fbf35829e,GEN:base_cond:v3:neutral:start,plasma_explosion_3,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-same__base_cond_neutral_v3__plasma_explosion_3__ref_plasma_explosion_2__s42.mp4,8,120,0.4216045614404371,0.6257049024030555,0.6694549072570475,0.5530059396143228
base_cond|04_neutral_v3__dai|e8999e7556,GEN:base_cond:v3:neutral:start,plasma_explosion_3,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-same__base_cond_neutral_v3__plasma_explosion_3__ref_plasma_explosion_2__s43.mp4,8,120,0.3275918057727218,0.5779299128756934,0.6586475247094455,0.618275338651019
base_cond|04_neutral_v3__dai|fff00ee7c6,GEN:base_cond:v3:neutral:start,water_element_3,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-same__base_cond_neutral_v3__water_element_3__ref_water_element_4__s42.mp4,8,120,0.713128184318965,0.32548786602142,0.3167224467271156,0.2339813475638089
base_cond|04_neutral_v3__dai|65520ba10a,GEN:base_cond:v3:neutral:start,water_element_3,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-unseen-same__base_cond_neutral_v3__water_element_3__ref_water_element_4__s43.mp4,8,120,0.4580084527893406,0.5872666002504421,0.6469551809761565,0.1466850837135935
base_cond|04_neutral_v3__dai|89350efc42,GEN:base_cond:v3:neutral:start,acid_1,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-zs-same__base_cond_neutral_v3__acid_1__ref_acid_0__s42.mp4,8,120,0.4225828220324765,0.6164992978434434,0.717196881899442,0.2460076171468682
base_cond|04_neutral_v3__dai|f511118fb3,GEN:base_cond:v3:neutral:start,acid_1,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-zs-same__base_cond_neutral_v3__acid_1__ref_acid_0__s43.mp4,8,120,0.5192442977406877,0.5521528990802398,0.5147952492772379,0.2708893008458025
base_cond|04_neutral_v3__dai|a92e092d61,GEN:base_cond:v3:neutral:start,explosion_0,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-zs-same__base_cond_neutral_v3__explosion_0__ref_explosion_1__s42.mp4,8,120,0.6649002777531445,0.7244759541907417,0.7400003567952106,0.3941702460293723
base_cond|04_neutral_v3__dai|a77669a068,GEN:base_cond:v3:neutral:start,explosion_0,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-zs-same__base_cond_neutral_v3__explosion_0__ref_explosion_1__s43.mp4,8,120,0.5776729453875975,0.6287679736304687,0.7299667715167778,0.4853928859795561
base_cond|04_neutral_v3__dai|f68e194b58,GEN:base_cond:v3:neutral:start,explosion_1,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-zs-same__base_cond_neutral_v3__explosion_1__ref_explosion_0__s42.mp4,8,120,0.6373258689252266,0.5387696279039041,0.5618621417073927,0.7845809494234953
base_cond|04_neutral_v3__dai|5f6f629346,GEN:base_cond:v3:neutral:start,explosion_1,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-zs-same__base_cond_neutral_v3__explosion_1__ref_explosion_0__s43.mp4,8,120,0.60533221490104,1.2517327013651398,1.4641432376880363,0.3039600580984454
base_cond|04_neutral_v3__dai|096dce54f7,GEN:base_cond:v3:neutral:start,glitch_0,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-zs-same__base_cond_neutral_v3__glitch_0__ref_glitch_1__s42.mp4,8,120,0.4900693139764662,0.4516050885168214,0.4655007508714254,0.266732195444979
base_cond|04_neutral_v3__dai|51638156a6,GEN:base_cond:v3:neutral:start,glitch_0,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-zs-same__base_cond_neutral_v3__glitch_0__ref_glitch_1__s43.mp4,8,120,0.4380910984358566,0.4056406995560466,0.4984293687417117,0.4472049216487294
base_cond|04_neutral_v3__dai|b495510cf6,GEN:base_cond:v3:neutral:start,glitch_1,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-zs-same__base_cond_neutral_v3__glitch_1__ref_glitch_0__s42.mp4,8,120,0.4879846454522865,0.2119330038864842,0.2011042632757238,0.2097834985232079
base_cond|04_neutral_v3__dai|db3973a01e,GEN:base_cond:v3:neutral:start,glitch_1,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-zs-same__base_cond_neutral_v3__glitch_1__ref_glitch_0__s43.mp4,8,120,0.63699982789639,0.2372736876136919,0.2960807426279602,0.1840559513222819
base_cond|04_neutral_v3__dai|16424d9f89,GEN:base_cond:v3:neutral:start,northern_lights_0,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-zs-same__base_cond_neutral_v3__northern_lights_0__ref_northern_lights_1__s42.mp4,8,120,0.461789334458633,0.6683372920364646,0.7248661147519679,0.7061939992685335
base_cond|04_neutral_v3__dai|fdce6e2c00,GEN:base_cond:v3:neutral:start,northern_lights_0,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-zs-same__base_cond_neutral_v3__northern_lights_0__ref_northern_lights_1__s43.mp4,8,120,0.3813554340119209,0.5704130613378405,0.6509977240597655,0.8142600707737511
base_cond|04_neutral_v3__dai|64f200d0a5,GEN:base_cond:v3:neutral:start,northern_lights_1,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-zs-same__base_cond_neutral_v3__northern_lights_1__ref_northern_lights_0__s42.mp4,8,120,0.4416657577741214,0.5236009462741449,0.521897692771976,0.1417052531257428
