recipe,clip,latent_frame,sqerr,frac_of_clip_total,is_conditioned,region
exp_033,shadow_smoke_3,13,12794.78515625,0.12359943900526232,1,end
exp_033,shadow_smoke_3,14,13687.37890625,0.13222202120670806,1,end
exp_033,shadow_smoke_3,15,20795.84765625,0.20089083736555213,1,end
exp_033,shadow_smoke_4,0,0.3576672077178955,1.0855031909145743e-05,1,start
exp_033,shadow_smoke_4,1,0.3193758726119995,9.692907857935172e-06,1,start
exp_033,shadow_smoke_4,2,0.3035505414009094,9.212616482146884e-06,1,start
exp_033,shadow_smoke_4,3,0.3825054466724396,1.1608860805395076e-05,1,start
exp_033,shadow_smoke_4,4,438.6164855957031,0.013311804505080715,0,middle
exp_033,shadow_smoke_4,5,4009.324462890625,0.12168111596387428,0,middle
exp_033,shadow_smoke_4,6,7274.8046875,0.22078690836510934,0,middle
exp_033,shadow_smoke_4,7,7600.84375,0.23068204090926173,0,middle
exp_033,shadow_smoke_4,8,6074.984375,0.18437292492914037,0,middle
exp_033,shadow_smoke_4,9,2347.4990234375,0.07124549373338471,0,middle
exp_033,shadow_smoke_4,10,657.7825927734375,0.019963393008251534,0,middle
exp_033,shadow_smoke_4,11,94.63700103759766,0.002872188570497183,0,middle
exp_033,shadow_smoke_4,12,15.870933532714844,0.00048167538484946484,0,end
exp_033,shadow_smoke_4,13,2872.69580078125,0.08718496946285532,1,end
exp_033,shadow_smoke_4,14,648.879150390625,0.019693177710116347,1,end
exp_033,shadow_smoke_4,15,912.1372680664062,0.027682938040524376,1,end
exp_033,shadow_smoke_5,0,23258.17578125,0.034312407846464756,1,start
exp_033,shadow_smoke_5,1,19237.134765625,0.028380231540242315,1,start
exp_033,shadow_smoke_5,2,19479.4453125,0.028737708342725578,1,start
exp_033,shadow_smoke_5,3,12406.40234375,0.018302963273210224,1,start
exp_033,shadow_smoke_5,4,53362.84375,0.0787253340854562,0,middle
exp_033,shadow_smoke_5,5,71503.578125,0.10548806399014565,0,middle
exp_033,shadow_smoke_5,6,81334.828125,0.11999194696073118,0,middle
exp_033,shadow_smoke_5,7,75066.328125,0.11074413102673343,0,middle
exp_033,shadow_smoke_5,8,69629.3359375,0.10272302502297115,0,middle
exp_033,shadow_smoke_5,9,81517.78125,0.1202618547256749,0,middle
exp_033,shadow_smoke_5,10,64835.01953125,0.09565004812987941,0,middle
exp_033,shadow_smoke_5,11,14472.5908203125,0.021351177473768128,0,middle
exp_033,shadow_smoke_5,12,1420.4017333984375,0.0020954955384541907,0,end
exp_033,shadow_smoke_5,13,30000.087890625,0.044258640953378774,1,end
exp_033,shadow_smoke_5,14,30688.333984375,0.04527399920372462,1,end
exp_033,shadow_smoke_5,15,29623.435546875,0.0437029718864395,1,end
exp_033,shadow_smoke_6,0,18697.55859375,0.03470991185007513,1,start
exp_033,shadow_smoke_6,1,17517.90234375,0.03252001287232426,1,start
exp_033,shadow_smoke_6,2,15751.6650390625,0.029241192226054962,1,start
exp_033,shadow_smoke_6,3,10513.0537109375,0.01951630025664007,1,start
exp_033,shadow_smoke_6,4,44343.125,0.08231801773421642,0,middle
exp_033,shadow_smoke_6,5,57352.32421875,0.10646813101552026,0,middle
exp_033,shadow_smoke_6,6,58619.12890625,0.10881981125301848,0,middle
exp_033,shadow_smoke_6,7,44422.6953125,0.08246573105833356,0,middle
exp_033,shadow_smoke_6,8,36573.88671875,0.067895301820142,0,middle
exp_033,shadow_smoke_6,9,35849.9296875,0.06655135712212516,0,middle
exp_033,shadow_smoke_6,10,74157.6171875,0.13766526483570693,0,middle
exp_033,shadow_smoke_6,11,41665.35546875,0.07734704016415156,0,middle
exp_033,shadow_smoke_6,12,2590.475341796875,0.004808925738230796,0,end
exp_033,shadow_smoke_6,13,27300.46875,0.050680245713736256,1,end
exp_033,shadow_smoke_6,14,29035.076171875,0.053900349044654176,1,end
exp_033,shadow_smoke_6,15,24290.408203125,0.04509240729506997,1,end
exp_033,shadow_smoke_7,0,24599.34765625,0.19198825653779386,1,start
exp_033,shadow_smoke_7,1,21717.68359375,0.1694979991936554,1,start
exp_033,shadow_smoke_7,2,19708.435546875,0.1538166065460951,1,start
exp_033,shadow_smoke_7,3,9961.9267578125,0.07774892963487544,1,start
exp_033,shadow_smoke_7,4,88.69935607910156,0.0006922636716882623,0,middle
exp_033,shadow_smoke_7,5,707.8687744140625,0.0055246380414795985,0,middle
exp_033,shadow_smoke_7,6,2384.740234375,0.018611961841063757,0,middle
exp_033,shadow_smoke_7,7,3686.4150390625,0.028771022960216334,0,middle
exp_033,shadow_smoke_7,8,3687.419677734375,0.028778863770865422,0,middle
exp_033,shadow_smoke_7,9,923.2626342773438,0.007205702604734007,0,middle
exp_033,shadow_smoke_7,10,360.8565673828125,0.0028163439209916183,0,middle
exp_033,shadow_smoke_7,11,99.07697296142578,0.0007732568996427604,0,middle
exp_033,shadow_smoke_7,12,18.970129013061523,0.00014805441373520983,0,end
exp_033,shadow_smoke_7,13,13346.8466796875,0.10416690150152835,1,end
exp_033,shadow_smoke_7,14,13060.3134765625,0.10193062227669364,1,end
exp_033,shadow_smoke_7,15,13777.576171875,0.10752857618494122,1,end
exp_033,shadow_smoke_8,0,17998.890625,0.18669380970946955,1,start
exp_033,shadow_smoke_8,1,16717.51953125,0.1734027654930276,1,start
exp_033,shadow_smoke_8,2,11783.138671875,0.12222081320566518,1,start
exp_033,shadow_smoke_8,3,3498.344482421875,0.036286639699464385,1,start
exp_033,shadow_smoke_8,4,80.33287048339844,0.0008332541125957896,0,middle
exp_033,shadow_smoke_8,5,353.2047119140625,0.003663622089184844,0,middle
exp_033,shadow_smoke_8,6,854.6920166015625,0.008865307981036465,0,middle
exp_033,shadow_smoke_8,7,727.6671752929688,0.007547740579482117,0,middle
exp_033,shadow_smoke_8,8,901.0142822265625,0.009345786496300806,0,middle
exp_033,shadow_smoke_8,9,1286.046875,0.013339543839730844,0,middle
exp_033,shadow_smoke_8,10,924.157958984375,0.00958584469069858,0,middle
exp_033,shadow_smoke_8,11,171.59800720214844,0.0017799033490777762,0,middle
exp_033,shadow_smoke_8,12,20.337406158447266,0.00021095010322778426,0,end
exp_033,shadow_smoke_8,13,13032.134765625,0.13517604716494888,1,end
exp_033,shadow_smoke_8,14,13362.29296875,0.13860061893620154,1,end
exp_033,shadow_smoke_8,15,14697.2373046875,0.1524473525498878,1,end
exp_033,shadow_smoke_9,0,15811.3046875,0.06022661246942995,1,start
exp_033,shadow_smoke_9,1,13237.43359375,0.05042251723672596,1,start
exp_033,shadow_smoke_9,2,12403.87109375,0.04724740634937217,1,start
exp_033,shadow_smoke_9,3,11140.9052734375,0.0424366614724974,1,start
exp_033,shadow_smoke_9,4,7015.6552734375,0.026723231240143853,0,middle
exp_033,shadow_smoke_9,5,12339.005859375,0.04700032912136009,0,middle
exp_033,shadow_smoke_9,6,20975.779296875,0.07989853816149113,0,middle
exp_033,shadow_smoke_9,7,25962.986328125,0.09889523648034453,0,middle
exp_033,shadow_smoke_9,8,34197.09765625,0.13025967109156183,0,middle
exp_033,shadow_smoke_9,9,24770.92578125,0.09435457585709466,0,middle
exp_033,shadow_smoke_9,10,22291.955078125,0.08491196433255599,0,middle
exp_033,shadow_smoke_9,11,10931.876953125,0.04164045471464842,0,middle
exp_033,shadow_smoke_9,12,2485.7802734375,0.009468549760528668,0,end
exp_033,shadow_smoke_9,13,16316.7373046875,0.06215184855629296,1,end
exp_033,shadow_smoke_9,14,16404.427734375,0.06248586890631772,1,end
exp_033,shadow_smoke_9,15,16244.458984375,0.06187653424963466,1,end
